コーナー,通過順
1コーナー,"2(13,16)(5,15)-(7,11,12)(3,10)(9,14)4-8-(1,6)"
2コーナー,"2,13(5,16)15(7,11,12)(3,10)(9,14)4-(8,6)1"
3コーナー,"6=(2,13,16,14)(15,4)10-12(7,3)(5,9)11(8,1)"
4コーナー,"6=(2,13)(16,14)(15,4)-10(7,12)-3,9,1,8(5,11)"
