券種,組み合わせ,配当,人気
単勝,3,1950,9
複勝,3,520,10
複勝,16,280,4
複勝,1,240,3
枠連,2-8,1880,10
馬連,3-16,7000,35
ワイド,3-16,2260,31
ワイド,1-3,2370,35
ワイド,1-16,950,6
馬単,3-16,19190,86
3連複,1-3-16,18730,72
3連単,3-16-1,142040,567
