券種,組み合わせ,配当,人気
単勝,3,410,1
複勝,3,180,1
複勝,8,260,5
複勝,4,190,2
枠連,2-4,890,2
馬連,3-8,1720,3
ワイド,3-8,680,3
ワイド,3-4,520,1
ワイド,4-8,840,5
馬単,3-8,2650,2
3連複,3-4-8,3060,2
3連単,3-8-4,12610,3
