券種,組み合わせ,配当,人気
単勝,1,450,3
複勝,1,150,3
複勝,6,150,4
複勝,3,120,1
馬連,1-6,1370,7
ワイド,1-6,410,8
ワイド,1-3,280,3
ワイド,3-6,240,2
馬単,1-6,2530,13
3連複,1-3-6,1030,4
3連単,1-6-3,7300,29
