馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ショウナンアメリア B,牝5,吉村智,美浦・奥村武,先行,104.1,13,9,,34.6,452(+10),札幌,34,中4週,Y,,3,ロードカナロア,ダイワメジャー,
2,2,アスクエピソード,牡4,オシェ,栗東・藤原,差し,40.5,9,7,,34.7,460(-2),札幌,14,中1週,Y,,3,ハーツクライ,タイキシャトル,
3,3,バシレウスシチー,牡5,横山典,栗東・岡田,先行,7.0,3,1,3歳以上1勝クラス,34.6,446(0),札幌,35,中4週,Y,,3,ビッグアーサー,ディープインパクト,
4,3,アップストローク,セ5,レーン,美浦・杉浦,差し,15.3,8,12,,34.1,456(+2),札幌,20,中2週,Y,,3,ディーマジェスティ,Unbridled's Song,
5,4,ヴィアドロローサ,牡5,川田,栗東・高橋一,先行,12.3,5,4,,34.2,446(-2),札幌,20,中2週,Y,,3,ロードカナロア,ディープインパクト,
6,4,トリップトゥムーン,牡5,武豊,栗東・新谷,差し,60.1,11,15,,35.9,442(0),札幌,20,中2週,Y,,3,アドマイヤムーン,ネオユニヴァース,
7,5,イイヒニナル,牝4,戸崎圭,栗東・千田,,46.9,10,12,,35.8,400(-4),札幌,34,中4週,Y,,3,ビッグアーサー,ドリームジャーニー,
8,5,グランツベリー,牝4,ホー,栗東・田中克,,13.9,7,15,,36.2,456(-2),札幌,6,連闘,Y,,3,エイシンフラッシュ,フジキセキ,
9,6,コーティアスマナー,牝3,モレイ,栗東・高橋忠,先行,2.2,1,2,,35.0,448(+10),函館,77,中10週,Y,,3,Invincible Spirit,Dubawi,
10,6,カイカノキセキ,牝5,松山,栗東・高橋一,先行,10.9,4,8,,35.2,502(-2),札幌,20,中2週,Y,,3,キンシャサノキセキ,ティンバーカントリー,
11,7,プリティインピンク,牝6,サンチ,美浦・小手川,差し,203.4,14,5,,36.0,444(-4),札幌,13,中1週,Y,,3,キンシャサノキセキ,クロフネ,
12,7,オックスリップ B,牝4,坂井,栗東・杉山晴,差し,13.6,6,10,,35.0,466(+4),札幌,6,連闘,Y,,3,サトノダイヤモンド,Danehill Dancer,
13,8,プルスウルトラ B,牡6,ルメー,美浦・高橋文,差し,64.3,12,13,,35.5,534(+2),札幌,28,中3週,Y,,3,ディスクリートキャット,サウスヴィグラス,
14,8,クファシル,牡4,ティー,栗東・池添,先行,5.3,2,2,,34.5,494(-2),函館,62,中8週,Y,,3,モーリス,ディープインパクト,
