券種,組み合わせ,配当,人気
単勝,1,180,1
複勝,1,110,1
複勝,4,130,2
複勝,3,170,4
枠連,1-4,390,1
馬連,1-4,420,1
ワイド,1-4,180,1
ワイド,1-3,280,2
ワイド,3-4,340,5
馬単,1-4,610,1
3連複,1-3-4,730,1
3連単,1-4-3,2230,2
