コーナー,通過順
1コーナー,"13(12,3)14(9,8)(1,7)-4-2,6-5,10,11"
2コーナー,"13(12,3)14(9,8)(1,7)-4-2,6,5-10,11"
3コーナー,"(*13,14)(3,8)12(1,4)(9,5)-(7,6)-(2,10)=11"
4コーナー,"(13,14,*8)1(12,5,4)9-(3,6)7,10,2=11"
