着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,5,マルベリーシチー,牡5,60.0,上野,3:01.5,,1,1.8,13.1,美浦奥平,500(0)
2,5,7,ビジューブリランテ,セ7,57.0,▲坂口,3:02.1,3.1/2,5,15.6,13.1,美浦浅利,494(0)
3,1,1,カレンマックナイト,牡6,60.0,黒岩,3:02.5,2.1/2,6,16.9,13.2,栗東平田,444(0)
4,7,12,フォルガイル,牡4,60.0,江田勇,3:03.2,4,4,9.5,13.2,美浦加藤和,444(0)
5,3,3,ビリオネアボーイ,牡3,56.0,▲井上,3:04.9,10,10,42.1,13.4,栗東新谷,478(+2)
6,3,4,ボルタドマール,セ6,60.0,伴,3:05.1,1,3,8.9,13.4,美浦黒岩,524(+8)
7,8,13,テーオービースト,牡3,58.0,大江圭,3:05.6,3,13,140.6,13.4,美浦清水英,472(-14)
8,6,10,アルカンサス,牡6,57.0,▲土田,3:05.7,3/4,7,20.6,13.4,美浦土田,482(+4)
9,7,11,モンツァフレイバー,牡3,58.0,草野,3:07.8,大,12,71.1,13.6,美浦久保田,464(+4)
10,4,6,トラストエムシー,牡5,60.0,高田,3:12.0,大,2,5.1,13.9,栗東北出,436(-8)
11,8,14,ツリートップムーン,牡3,58.0,小野寺,3:12.4,2.1/2,14,176.0,13.9,栗東坂口,488(+14)
12,6,9,ストームバンガード,牡4,60.0,小牧加,3:20.2,大,8,28.4,14.5,栗東岡田,500(+2)
13,2,2,コパノヴィンセント,牡3,56.0,▲水沼,3:20.4,1,11,46.9,14.5,美浦上原博,554(+22)
14,5,8,マイネルトラオム,牡3,58.0,石神深,3:20.5,1/2,9,33.2,14.5,美浦深山,480(+2)
