コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"14,1-10-6,15(4,7)-3,8-(9,13)(2,12)11-5"
4コーナー,"14(1,10)(6,7)15(4,3)8(9,13)(2,12)-(5,11)"
