着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,4,キングズソード,牡4,58.0,川田,1:42.0,,1,2.1,36.3,栗東寺島,502(0)
2,3,6,スレイマン,牡5,57.0,団野,1:42.2,1.1/4,9,33.6,36.9,栗東池添,550(+4)
3,7,13,ダンツキャッスル,牡7,58.0,酒井,1:42.3,1/2,16,402.4,36.2,栗東谷,484(+6)
4,6,12,ブラックアーメット,牡5,58.0,泉谷,1:42.3,アタマ,8,26.8,35.6,栗東角田,510(-2)
5,4,8,アラジンバローズ,セ6,57.0,西村淳,1:42.3,ハナ,2,4.7,36.8,栗東中内田,476(+8)
6,8,16,メイショウテンスイ,牡6,58.0,太宰,1:42.8,3,10,40.2,37.6,栗東河内,524(-4)
7,5,10,ベルダーイメル,牡6,58.0,藤岡康,1:43.0,1.1/4,7,24.4,37.5,栗東本田,460(+2)
8,7,14,ビヨンドザファザー,牡4,57.0,坂井,1:43.5,3,3,7.7,36.7,栗東藤岡,512(0)
9,3,5,ブラッティーキッド,牡5,57.0,水口,1:43.7,1,11,45.1,37.4,栗東中尾,518(-2)
10,1,1,ウェルカムニュース,牡4,57.0,岩田望,1:44.0,1.1/2,6,13.3,38.2,栗東池江,484(-12)
11,8,15,リアンクール,牝5,55.0,和田竜,1:44.0,クビ,13,81.0,37.4,栗東安田隆,494(0)
12,6,11,エマージングロール,牡5,57.0,荻野極,1:44.2,1,15,280.2,37.3,栗東橋口,502(+4)
13,1,2,ラヴィータエベラ,牡6,57.0,幸,1:44.5,1.1/2,5,13.2,39.0,栗東田中克,508(+2)
14,5,9,ダノンハーロック,牡5,57.0,角田河,1:44.5,クビ,12,72.2,38.0,栗東音無,536(-6)
15,4,7,ミステリオーソ,牡6,57.0,Mデム,1:46.2,10,14,85.1,39.9,栗東武幸,496(+4)
16,2,3,ブリッツファング,牡4,57.0,松山,1:46.6,2.1/2,4,10.3,40.5,栗東大久保,490(+12)
