馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,スプリングデイ,牝4,小林脩,美浦・伊藤大,差し,81.0,10,13,4歳以上1勝クラス,35.5,416(-2),福島,14,中1週,Y,,3,ディスクリートキャット,ストーミングホーム,,
2,2,ライクアフラワー,牡5,上里,美浦・松永康,差し,2.6,1,3,,34.3,504(0),福島,7,連闘,Y,,3,アメリカンペイトリオット,ステイゴールド,,
3,3,テキーラワルツ,牝4,川端,栗東・大根田,先行,94.1,11,13,4歳以上1勝クラス,35.5,432(+4),福島,15,中1週,Y,,3,アジアエクスプレス,ハービンジャー,,
4,3,テンプーシャオン,牡5,小沢,美浦・和田勇,先行,8.1,5,2,4歳以上1勝クラス,34.4,430(-2),福島,15,中1週,Y,,3,ドレフォン,クロフネ,,
5,4,ファンユー,牝4,石神道,美浦・加藤和,逃げ,40.1,8,11,3歳以上1勝クラス,38.3,478(0),中山,127,中17週,Y,,3,アジアエクスプレス,ダノンシャンティ,,
6,4,ヴォンヌヴォー,牝5,舟山,美浦・菊川,,208.7,13,15,4歳以上1勝クラス,39.7,452(0),小倉,57,中7週,Y,,3,ドレフォン,ゼンノロブロイ,,B
7,5,ラセーヌシュメール,牝4,佐藤,美浦・杉浦,追込,111.1,12,12,4歳以上1勝クラス,37.7,450(-2),中山,22,中2週,Y,,3,ロードカナロア,Le Havre,,
8,5,ジョウゲンノツキ,牝4,秋山稔,栗東・牧田,先行,5.1,2,6,4歳以上1勝クラス,35.4,442(-18),中京,43,中5週,Y,,3,イスラボニータ,フレンチデピュティ,,
9,6,コーリングユー,牝6,亀田,栗東・茶木,差し,6.7,4,10,4歳以上1勝クラス,35.3,442(-8),阪神,28,中3週,Y,,3,ディープインパクト,Kingmambo,,
10,6,ソレントフレイバー,牡6,横山琉,美浦・久保田,差し,5.8,3,4,4歳以上1勝クラス,34.3,484(-6),福島,15,中1週,Y,,3,キタサンブラック,Le Havre,,
11,7,ガーデンプランナー,牝4,遠藤,美浦・堀内,,76.4,9,16,4歳以上1勝クラス,40.9,446(-6),東京,78,中10週,Y,,1,サトノダイヤモンド,サクラバクシンオー,,
12,7,マランジュ,牝5,斎藤,栗東・田中克,差し,25.7,7,6,4歳以上1勝クラス,34.8,434(0),小倉,77,中10週,Y,,3,ハービンジャー,シンボリクリスエス,,
13,8,セイウンデセオ,牝4,今村,美浦・小手川,差し,9.1,6,4,4歳以上1勝クラス,34.4,492(+4),福島,14,中1週,Y,,3,ヴィクトワールピサ,パイロ,,
14,8,マキバシラ,牝5,橋木,栗東・畑端,差し,331.5,14,11,4歳以上1勝クラス,39.6,480(+14),京都,63,中8週,Y,,3,ベストウォーリア,ワークフォース,,
