コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*14,15)11(2,10,16,18)(4,13)(6,9)(5,8,17)(1,3,7)-12"
4コーナー,"(*14,15)(2,11,16,18)4(6,10)(13,9,8,17)(1,7)(5,12)3"
