券種,組み合わせ,配当,人気
単勝,11,1110,6
複勝,11,350,6
複勝,6,310,4
複勝,10,350,5
枠連,4-6,1420,7
馬連,6-11,9900,35
ワイド,6-11,2810,34
ワイド,10-11,1350,15
ワイド,6-10,1720,20
馬単,11-6,15440,57
3連複,6-10-11,19760,66
3連単,11-6-10,148420,486
