馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アマキヒ,牡4,岩田望,栗東・橋田,先行,3.4,2,1,,35.1,498(+2),阪神,42,中5週,Y,,3,ブラックタイド,キングカメハメハ,
2,2,マイネルクリソーラ,牡7,武豊,美浦・手塚久,差し,18.7,5,10,,35.1,472(0),京都,55,中7週,Y,,3,スクリーンヒーロー,ムタファーウエク,
3,3,ボーンディスウェイ B,牡7,松山,美浦・牧,差し,19.3,6,9,,35.2,496(-6),東京,49,中6週,Y,,3,ハーツクライ,プラティニ,
4,4,マイネルメモリー,牡6,浜中,栗東・宮,差し,51.9,9,6,,34.7,478(+2),小倉,62,中8週,Y,,3,ゴールドシップ,スターオブコジーン,
5,4,カネフラ,牡6,松本,栗東・高橋康,追込,50.5,8,5,,34.8,452(0),小倉,62,中8週,Y,,3,グランデッツァ,キングカメハメハ,
6,5,サンライズソレイユ,牡5,坂井,栗東・矢作,差し,8.8,3,6,,35.7,532(+2),阪神,20,中2週,Y,,3,キズナ,Scat Daddy,
7,5,ウエストナウ,牡5,高杉,栗東・寺島,差し,9.3,4,11,,34.8,500(0),中山,97,中13週,Y,,3,キズナ,Frankel,
8,6,トータルクラリティ,セ4,国分優,栗東・池添,先行,180.0,12,14,,37.5,476(+4),東京,49,中6週,Y,,3,バゴ,スペシャルウィーク,
9,6,ザイツィンガー,牡1,田山,栗東・牧田,差し,148.2,11,4,,34.9,442(+12),小倉,62,中8週,Y,,3,ドリームジャーニー,クロフネ,
10,7,ウィクトルウェルス,牡4,ルメー,美浦・宮田,差し,1.8,1,3,,32.9,510(-14),東京,70,中9週,Y,,3,リアルスティール,ヴィクトワールピサ,
11,7,グランドカリナン B,牡6,菱田,美浦・田島,先行,230.8,13,12,,34.4,452(-4),東京,133,中18週,Y,,3,リアルインパクト,マンハッタンカフェ,
12,8,ドクタードリトル,牡6,団野,栗東・今野,差し,39.0,7,9,,34.4,460(-12),京都,55,中7週,Y,,3,デクラレーションオブウォー,キングカメハメハ,
13,8,ミクソロジー B,セ7,鮫島駿,栗東・辻野,,109.8,10,13,,36.9,426(-4),東京,49,中6週,Y,,3,オルフェーヴル,アフリート,
