着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,11,パンジャタワー,牡3,57.0,松山,1:31.7,,9,26.1,34.2,栗東橋口,480(-4)
2,5,10,マジックサンズ,牡3,57.0,武豊,1:31.7,アタマ,3,8.4,33.7,栗東須貝,514(-2)
3,2,3,チェルビアット,牝3,55.0,ディー,1:31.7,ハナ,12,73.7,34.3,栗東高野,478(-4)
4,1,1,モンドデラモーレ,牡3,57.0,戸崎圭,1:31.8,1/2,6,13.1,34.7,美浦千葉,484(+2)
5,3,5,ランスオブカオス,牡3,57.0,吉村,1:32.0,1.1/4,4,8.8,35.0,栗東奥村豊,494(-2)
6,8,16,サトノカルナバル,牡3,57.0,レーン,1:32.2,3/4,7,14.2,34.5,美浦堀,518(0)
7,6,12,マピュース,牝3,55.0,田辺,1:32.2,アタマ,5,10.1,34.6,美浦和田勇,482(-4)
8,5,9,マイネルチケット,牡3,57.0,横山武,1:32.2,ハナ,13,102.1,34.4,栗東宮,456(-12)
9,2,4,ヤンキーバローズ,牡3,57.0,岩田望,1:32.3,3/4,10,39.8,34.6,栗東上村,476(-6)
10,8,18,コートアリシアン,牝3,55.0,菅原明,1:32.4,3/4,11,45.4,34.1,美浦伊藤大,432(-2)
11,3,6,イミグラントソング,牡3,57.0,ルメー,1:32.4,ハナ,2,5.4,35.5,美浦辻,484(+2)
12,7,13,ミニトランザット,牡3,57.0,鮫島駿,1:32.4,アタマ,14,104.8,34.5,栗東杉山佳,466(-2)
13,7,15,アルテヴェローチェ,牡3,57.0,佐々木,1:32.5,1/2,8,16.3,35.3,栗東須貝,456(-6)
14,4,8,アドマイヤズーム,牡3,57.0,川田,1:32.7,3/4,1,2.5,36.0,栗東友道,478(+2)
15,8,17,ヴーレヴー,牝3,55.0,浜中,1:33.0,2,17,181.7,36.6,栗東武幸,472(-8)
16,1,2,ショウナンザナドゥ,牝3,55.0,池添,1:33.5,3,15,118.5,36.1,栗東松下,438(-2)
17,7,14,ティラトーレ,牝3,55.0,木幡巧,1:33.7,1.1/2,18,201.0,36.8,美浦牧,488(+2)
18,4,7,トータルクラリティ,牡3,57.0,北村友,1:34.5,5,16,167.2,37.7,栗東池添,464(-10)
