馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ブラックボイス,牡5,石神,美浦・宮田,先行,4.3,2,1,,13.1,518(-4),小倉,35,中4週,Y,,3,ブラックタイド,Giant's Causeway,,
2,2,タガノペルマネンテ,牝7,中村,栗東・平田,追込,110.1,9,11,,13.3,450(-6),東京,112,中15週,Y,,3,エイシンフラッシュ,フジキセキ,,
3,3,ニューツーリズム,セ8,,美浦・黒岩,先行,12.3,6,5,,13.4,516(-4),中山,84,中11週,Y,,3,ドリームジャーニー,マンハッタンカフェ,,B
4,4,スヴァルナ,牡9,森一,栗東・池江,,11.5,5,4,,13.4,526(+4),中山,84,中11週,Y,,3,ステイゴールド,シンボリクリスエス,,
5,5,アサクサゲンキ,セ9,小牧加,栗東・音無,先行,5.4,3,2,,13.3,480(+2),中山,84,中11週,Y,,3,Stormy Atlantic,Dixieland Band,,
6,6,シングンジョーイ,牡6,水沼,美浦・伊坂,差し,199.7,10,7,,13.5,462(+4),小倉,7,連闘,Y,,3,シングンオペラ,キングカメハメハ,,B
7,7,ロードトゥフェイム,牡6,五十嵐,美浦・尾形,先行,6.0,4,3,,13.5,502(-16),中山,47,中6週,Y,,3,マツリダゴッホ,ホワイトマズル,,
8,7,ジューンベロシティ,牡6,高田,栗東・武英,先行,2.2,1,5,,13.8,466(-2),中山,63,中8週,Y,,3,ロードカナロア,シンボリクリスエス,,
9,8,マイネルヴァッサー,牡1,小野寺,美浦・土田,差し,42.5,7,12,,13.9,424(+2),中山,63,中8週,Y,,3,ステイゴールド,メジロブライト,,
10,8,タイキフロリゼル,牡6,黒岩,栗東・谷,差し,74.8,8,6,,13.4,476(-2),小倉,28,中3週,Y,,3,リオンディーズ,クロフネ,,
