馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ショコラプリン,牝3,丹内,栗東・四位,,3.9,2,6,3歳1勝クラス,39.7,500(0),阪神,22,中2週,Y,,3,クリソベリル,Harlan's Holiday,,
2,2,ベルフラム,牝3,角田和,栗東・高橋一,差し,157.2,11,15,3歳1勝クラス,38.7,416(-2),阪神,50,中6週,Y,,3,リアルスティール,パイロ,,
3,3,ミティリーニ,牝3,,栗東・高野,差し,31.8,8,1,3歳未勝利,38.5,456(+8),小倉,92,中12週,Y,,3,Tapit,Midnight Lute,,
4,4,ドウカキミニトドケ,牝3,田山,栗東・田中克,逃げ,52.0,10,1,3歳未勝利,38.9,454(0),小倉,105,中14週,Y,,2,ルーラーシップ,ディープインパクト,,
5,5,オラヴィンリンナ,牝3,岩田康,栗東・吉岡,先行,24.4,7,10,3歳1勝クラス,40.2,496(+4),京都,125,中17週,Y,,3,シルバーステート,Zoffany,,
6,5,シュネルアンジュ,牝3,武豊,栗東・寺島,差し,2.4,1,3,3歳1勝クラス,38.0,474(+2),阪神,22,中2週,Y,,3,キズナ,Distorted Humor,,
7,6,メイショウコマチ,牝3,太宰,栗東・千田,差し,5.7,3,9,3歳1勝クラス,38.8,464(-4),阪神,63,中8週,Y,,2,ルヴァンスレーヴ,スペシャルウィーク,,
8,6,エコロストーム,牝3,酒井,美浦・千葉,差し,46.7,9,1,3歳未勝利,39.2,456(+2),中山,57,中7週,Y,,3,ロージズインメイ,デュランダル,,
9,7,フェミナンジェンヌ,牝3,藤懸,栗東・高橋一,先行,219.7,12,1,足摺盃,40.3,464(-3),高知,89,中12週,,,1,アルアイン,First Samurai,,
10,7,ルージュビバーチェ,牝3,鮫島駿,栗東・橋口,先行,11.3,5,11,3歳1勝クラス,39.4,452(-2),阪神,63,中8週,Y,,3,ミスターメロディ,アグネスタキオン,,
11,8,ベルソテイラ,牝3,渡辺竜,栗東・西村,,7.7,4,1,3歳未勝利,38.1,492(+4),福島,21,中2週,Y,,2,ホッコータルマエ,エンパイアメーカー,,
12,8,マヴィ,牝3,Ｍデム,栗東・牧浦,,14.5,6,10,3歳1勝クラス,40.2,488(+8),阪神,63,中8週,Y,,3,ルヴァンスレーヴ,ファスリエフ,,
