馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ルージュミラージュ,牝3,森田,栗東・武幸,,5.3,3,6,3歳以上1勝クラス,39.5,448(-4),札幌,28,中3週,Y,,3,リアルスティール,キングカメハメハ,,
2,2,ネトル,牝3,橋木,栗東・高橋康,差し,63.5,10,10,3歳未勝利,39.6,404(+6),札幌,28,中3週,Y,,3,マジェスティックウォリアー,Ghostzapper,,
3,3,ケープウィッカム,牝4,丹内,美浦・中舘,先行,3.2,1,4,3歳以上1勝クラス,37.2,460(-2),函館,63,中8週,Y,,3,ドレフォン,ディープインパクト,,B
4,3,カンバーランド,牝4,斎藤,栗東・高橋忠,逃げ,46.7,9,12,3歳以上1勝クラス,41.1,564(+12),函館,76,中10週,Y,,3,ドゥラメンテ,Custom for Carlos,,B
5,4,ザハーフェル,牝4,和田陽,美浦・本間,差し,367.4,14,13,3歳以上1勝クラス,38.0,486(+4),札幌,14,中1週,Y,,3,サトノクラウン,ローエングリン,,B
6,4,メイショウマヒロ,牝3,泉谷,栗東・飯田,差し,131.5,11,8,3歳未勝利,38.7,410(+6),札幌,21,中2週,Y,,3,ダノンレジェンド,ジャスタウェイ,,
7,5,カンカール,牝4,松本,栗東・藤野,差し,354.7,13,10,3歳以上1勝クラス,39.1,470(+2),札幌,13,中1週,Y,,3,シャンハイボビー,ネオユニヴァース,,B
8,5,ヒットミー,牝3,小林美,美浦・鹿戸,,5.4,4,6,3歳1勝クラス,42.1,484(+4),中山,224,中31週,Y,Y,2,シニスターミニスター,アルデバランII,,
9,6,レディゴディヴァ,牝3,鮫島駿,栗東・小崎,逃げ,12.2,6,6,3歳以上1勝クラス,40.3,430(+2),札幌,13,中1週,Y,,3,ルヴァンスレーヴ,キングカメハメハ,,
10,6,レーヴドレフォン,牝4,古川奈,栗東・矢作,差し,8.3,5,7,3歳以上1勝クラス,37.5,486(-4),札幌,6,連闘,Y,,3,ドレフォン,オルフェーヴル,,
11,7,サンピノン,牝3,鷲頭,栗東・谷,差し,278.2,12,1,JRA交流,39.7,466(+32),園田,100,中13週,,,2,アジアエクスプレス,ロードカナロア,,
12,7,ウィンターサン,牝3,横山武,美浦・加藤征,先行,18.5,8,8,3歳以上1勝クラス,40.3,450(-2),札幌,13,中1週,Y,,3,サンダースノー,Oasis Dream,,
13,8,セージグリーン,牝4,佐々木,美浦・菊川,先行,14.4,7,4,3歳以上1勝クラス,38.9,476(0),札幌,13,中1週,Y,,3,ディーマジェスティ,クロフネ,,
14,8,ユウェンタース,牝3,浜中,栗東・宮,差し,5.2,2,5,3歳以上1勝クラス,37.8,486(+6),札幌,20,中2週,Y,,3,マインドユアビスケッツ,アイルハヴアナザー,,
