馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,バンフィエルド,牡5,長岡,栗東・緒方,差し,14.4,6,8,,36.1,428(+4),中京,7,連闘,Y,,3,オルフェーヴル,Candy Ride,
2,2,ラーテル,セ4,原田和,美浦・南田,差し,254.0,10,10,3歳以上2勝クラス,34.6,468(0),東京,22,中2週,Y,,3,ビッグアーサー,コマンダーインチーフ,
3,3,ジュンツバメガエシ,牡4,鮫島駿,栗東・友道,差し,2.0,1,4,,35.1,504(-2),中京,77,中10週,Y,,3,ジャスタウェイ,エリシオ,
4,4,フィデリオグリーン,牡8,,美浦・根本,追込,125.6,8,7,,35.5,502(+8),東京,71,中9週,Y,,3,ザサンデーフサイチ,タニノギムレット,
5,5,プレカーサー,牡3,Ｈドイ,美浦・加藤和,差し,125.8,9,10,3歳未勝利,35.5,542(+20),中京,112,中15週,Y,,2,ロゴタイプ,マンハッタンカフェ,
6,6,キャルレイ B,牡5,佐々木,美浦・鹿戸,差し,5.9,3,5,,35.0,486(+10),札幌,484,中68週,Y,Y,3,ハービンジャー,ディープインパクト,
7,7,ライフセービング B,牡3,西村淳,栗東・宮,差し,7.5,4,6,,36.1,450(+10),中京,91,中12週,Y,,3,ビーチパトロール,ダンスインザダーク,
8,7,ブロッケンボウ,牡3,団野,栗東・佐々木,,3.5,2,5,,35.1,472(+6),東京,29,中3週,Y,,3,タリスマニック,ゼンノロブロイ,
9,8,アスカノミライ B,牡6,中井,栗東・宮地,差し,54.4,7,9,,35.9,518(+2),京都,189,中26週,Y,Y,3,リオンディーズ,クロフネ,
10,8,スカーズ,牡4,浜中,栗東・武幸,差し,14.2,5,13,,36.6,496(+14),札幌,133,中18週,Y,,3,サトノアラジン,Nayef,
