馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,バナマンテソーロ B,牡4,吉村,美浦・加藤士,差し,80.0,13,11,3歳以上2勝クラス,39.3,496(-4),福島,105,中14週,Y,,3,ハーツクライ,Astronomer Royal,
2,1,レッドリベルタ,牡4,西村淳,栗東・庄野,差し,7.5,3,4,,37.3,458(0),東京,14,中1週,Y,,3,リアルスティール,キングカメハメハ,
3,2,セレクティオ,牡5,菱田,栗東・橋口,差し,46.2,10,4,3歳以上2勝クラス,38.3,486(+6),阪神,27,中3週,Y,,3,ジャスタウェイ,デヒア,
4,2,キャリーハピネス,牡5,高杉,栗東・河嶋,差し,66.4,12,11,3歳以上2勝クラス,37.2,502(-4),京都,21,中2週,Y,,3,ヤマカツエース,ダンスインザダーク,
5,3,シャンバラ,牡6,田口,栗東・橋口,差し,46.1,9,9,3歳以上2勝クラス,38.8,526(+4),阪神,27,中3週,Y,,3,ワンアンドオンリー,Unbridled's Song,
6,3,リアド,牡6,岩田康,栗東・小椋,先行,39.6,8,12,,38.2,480(-8),函館,112,中15週,Y,,3,ディープインパクト,Tiznow,
7,4,メイケイロゼッタ,牡3,酒井,栗東・河嶋,先行,33.4,7,1,3歳以上1勝クラス,37.7,464(0),中京,76,中10週,Y,,3,リアルスティール,ディープスカイ,
8,4,ジョータルマエ B,セ5,鮫島良,栗東・河嶋,,10.3,4,6,,38.3,498(0),阪神,42,中5週,Y,,3,ホッコータルマエ,クロフネ,
9,5,ハッピーアズラリー,牝5,松若,栗東・安田,差し,134.4,15,7,,35.8,466(+8),阪神,35,中4週,Y,,3,ラブリーデイ,ディープインパクト,
10,5,ソウルアンドジャズ B,セ4,松山,美浦・武井,,4.5,2,2,3歳以上2勝クラス,38.7,494(0),阪神,27,中3週,Y,,3,ブリックスアンドモルタル,Unbridled's Song,
11,6,メイショウジェンマ,牡5,池添,栗東・飯田,差し,86.0,14,9,,39.4,476(+8),新潟,167,中23週,Y,,3,ホッコータルマエ,マンハッタンカフェ,
12,6,ノボリクレバー B,牝5,坂井,栗東・石橋,差し,11.7,5,7,,38.3,506(+2),阪神,132,中18週,Y,,3,デクラレーションオブウォー,クロフネ,
13,7,タガノマカシヤ,牡3,岩田望,栗東・中村,,1.9,1,2,,38.4,506(0),京都,12,中1週,Y,,3,アメリカンペイトリオット,フジキセキ,
14,7,タイセイアディクト B,牡4,団野,美浦・池上,先行,25.7,6,8,,38.9,490(-2),東京,14,中1週,Y,,3,リオンディーズ,フレンチデピュティ,
15,8,シュプリンガー B,セ6,長岡,栗東・小栗,差し,47.6,11,4,,37.6,492(-10),京都,146,中20週,Y,,3,ラブリーデイ,ハーツクライ,
16,8,メイショウシロガネ B,牡7,角田和,栗東・笹田,差し,241.7,16,9,3歳以上2勝クラス,37.4,462(+4),京都,21,中2週,Y,,3,ホッコータルマエ,マーベラスサンデー,
