馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,スカイアクセル,牝3,加藤,栗東・吉村,,40.7,10,,,,486(0),,,,,,,Accelerate,Majesticperfection,,
2,1,ファイナルクイーン,牝3,小崎,栗東・高橋康,,180.4,14,,,,430(0),,,,,,,カレンブラックヒル,サウスヴィグラス,,
3,2,リオンプライム,牝3,,栗東・鈴木孝,,12.5,6,,,,478(0),,,,,,,リオンディーズ,キングヘイロー,,
4,2,レッドイストワール,牡3,岩田望,美浦・田中博,,5.7,3,,,,460(0),,,,,,,サートゥルナーリア,ディープインパクト,,
5,3,アゼム,牡3,Ａルメ,栗東・坂口,,18.2,7,,,,444(0),,,,,,,ヘンリーバローズ,タニノギムレット,,
6,3,ヤマワケ,牡3,三浦,美浦・伊藤大,,3.1,1,,,,548(0),,,,,,,シルバーステート,プリサイスエンド,,
7,4,タガノビジネス,牡3,酒井,栗東・西園正,,11.6,5,,,,518(0),,,,,,,フォーウィールドライブ,アグネスタキオン,,
8,4,タランチュラ,牡3,菱田,美浦・武藤,,161.3,12,,,,458(0),,,,,,,ジャスタウェイ,シンボリクリスエス,,
9,5,ブリンブリン,牡3,菅原隆,美浦・鈴木慎,,312.4,16,,,,480(0),,,,,,,ノーブルミッション,Dashing Blade,,
10,5,リトルスカーレット,牝3,吉村,栗東・小林,,38.5,9,,,,486(0),,,,,,,キズナ,クロフネ,,
11,6,エンダードラゴン,牡3,武豊,栗東・友道,,3.7,2,,,,514(0),,,,,,,リアルスティール,Vindication,,
12,6,コヒロ,牝3,川端,栗東・羽月,,101.2,11,,,,376(0),,,,,,,ルヴァンスレーヴ,ダイワメジャー,,
13,7,ドクターストップ,牝3,長岡,美浦・深山,,176.4,13,,,,440(0),,,,,,,ジャスタウェイ,キングカメハメハ,,
14,7,ブルーセルリアン,牡3,秋山稔,栗東・宮,,227.9,15,,,,480(0),,,,,,,エイシンフラッシュ,ゴールドアリュール,,
15,8,ブリッツモメント,牡3,藤懸,美浦・辻,,22.8,8,,,,442(0),,,,,,,ゴールドドリーム,Panis,,
16,8,フィリップバローズ,牡3,松山,美浦・森一,,6.9,4,,,,456(0),,,,,,,ロジャーバローズ,Giant's Causeway,,
