券種,組み合わせ,配当,人気
単勝,16,760,4
複勝,16,210,4
複勝,3,140,2
複勝,2,130,1
枠連,2-8,1340,8
馬連,3-16,2180,6
ワイド,3-16,720,6
ワイド,2-16,510,3
ワイド,2-3,250,1
馬単,16-3,3990,12
3連複,2-3-16,1860,3
3連単,16-3-2,15110,30
