馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,アーデルリーベ,牝2,,栗東・斉藤崇,先行,4.7,2,1,2歳未勝利,37.9,464(+6),中京,71,中9週,Y,,2,ヘニーヒューズ,アグネスタキオン,,
2,2,コウユーモジョカー,牝2,岩田康,栗東・斉藤崇,,70.8,11,4,,37.6,460(+14),小倉,92,中12週,Y,,3,ケイムホーム,バブルガムフェロー,,
3,3,ミッドナイトゲイル,牝2,岩田望,栗東・小栗,逃げ,25.3,9,1,2歳未勝利,36.1,462(+2),札幌,91,中12週,Y,,3,ドレフォン,ロードカナロア,,
4,4,モカラマーズ,牡2,松山,栗東・高柳大,先行,10.9,6,1,2歳新馬,38.0,472(+6),新潟,57,中7週,Y,,1,アドマイヤマーズ,シニスターミニスター,,
5,5,ジャスパーソレイユ,牡2,武豊,栗東・森秀,先行,4.9,3,1,2歳未勝利,36.2,456(+2),中山,42,中5週,Y,,3,Mitole,ヘニーヒューズ,,
6,6,スリーピース,牡2,ルメー,美浦・武井,先行,8.2,5,1,2歳未勝利,37.7,460(+2),中山,29,中3週,Y,,3,ミッキーアイル,スニッツェル,,
7,6,サニーサルサ,牝2,戸崎圭,栗東・高橋康,先行,18.9,8,7,,34.6,458(0),京都,15,中1週,Y,,3,マインドユアビスケッツ,ハーツクライ,,
8,7,ザクシス,牡2,坂井,美浦・加藤士,先行,62.6,10,1,2歳新馬,37.9,442(-2),中京,29,中3週,Y,,1,ミッキーアイル,キンシャサノキセキ,,
9,7,スカイブルー,牡2,西村淳,栗東・杉山晴,先行,3.3,1,2,,36.5,508(+6),中京,22,中2週,Y,,3,エピファネイア,サクラバクシンオー,,
10,8,コスモストーム,牡2,秋山稔,栗東・北出,先行,16.1,7,7,,37.9,498(+12),中京,22,中2週,Y,,2,デクラレーションオブウォー,キングカメハメハ,,
11,8,サディーク,牝2,鮫島駿,栗東・河嶋,先行,6.8,4,1,2歳未勝利,37.4,440(+10),中京,43,中5週,Y,,2,Into Mischief,Malibu Moon,,
