コーナー,通過順
1コーナー,"1,8(5,9)12,4,7(2,10,11)-3,6"
2コーナー,"1,8(5,9)12(4,7)(2,10,11)(3,6)"
3コーナー,"(*1,8)9(5,12)7(4,11)(2,10)6,3"
4コーナー,"(8,*9)(1,5,7,12)4(2,10,11)6,3"
