馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,パーサヴィアランス B,牡4,和田竜,栗東・西村,差し,8.2,3,8,,33.7,458(0),新潟,29,中3週,Y,,3,ドレフォン,ディープインパクト,
2,2,サンライズタイソン,牡3,秋山真,栗東・平田,先行,13.6,4,16,,36.0,422(-8),新潟,29,中3週,Y,,3,モーリス,ディープインパクト,
3,3,アルタビスタ,牝3,藤岡康,栗東・松永幹,,2.9,2,1,3歳未勝利,34.4,462(+4),阪神,63,中8週,Y,,3,ロードカナロア,スペシャルウィーク,
4,4,ニホンピロパークス,牝3,水口,栗東・大橋,差し,140.4,12,10,3歳未勝利,36.7,414(-4),小倉,14,中1週,Y,,3,サトノクラウン,アドマイヤベガ,
5,5,コスモエポラール,牝3,泉谷,栗東・長谷川,差し,49.4,10,8,3歳未勝利,35.1,428(-6),新潟,29,中3週,Y,,3,ゴールドシップ,クロフネ,
6,5,エクロール,牝4,荻野極,栗東・長谷川,差し,49.4,9,8,,36.7,426(+6),小倉,15,中1週,Y,,3,トランセンド,アグネスタキオン,
7,6,ホープインザダーク,牡4,斎藤,栗東・庄野,差し,42.6,8,5,蔵開き賞,39.3,504(-11),名古屋,149,中20週,,,0,モーリス,ダンスインザダーク,
8,6,フォミルマジック,牝3,西塚,栗東・藤原,差し,24.0,7,6,3歳未勝利,36.3,454(+8),新潟,29,中3週,Y,,3,Saxon Warrior,Dansili,
9,7,テイエムエメラルド,牝5,田中健,栗東・飯田雄,先行,15.3,5,5,3歳以上1勝クラス,34.5,466(-4),新潟,21,中2週,Y,,3,ロードカナロア,ダンスインザダーク,
10,7,サクセスドレーク,牡4,国分恭,栗東・野中,差し,2.0,1,2,,35.1,496(-2),小倉,15,中1週,Y,,3,ドゥラメンテ,パイロ,
11,8,スカーズ B,牡3,団野,栗東・武幸,差し,21.4,6,7,3歳以上1勝クラス,40.4,496(+8),阪神,71,中9週,Y,,3,サトノアラジン,Nayef,
12,8,シテ,牡3,,栗東・石坂,先行,58.1,11,10,3歳未勝利,37.1,464(-4),小倉,8,連闘,Y,,3,エピファネイア,ダイワメジャー,
