馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ソアラ,牝5,橋木,栗東・高橋康,差し,84.5,12,11,4歳以上1勝クラス,36.6,466(-12),新潟,42,中5週,Y,,3,ヤマカツエース,アグネスデジタル,,
2,2,ナムラトロム,牡3,吉田隼,美浦・石栗,差し,9.9,5,6,3歳1勝クラス,36.6,450(-6),中山,91,中12週,Y,,3,アドミラブル,ラブリーデイ,,
3,3,シアター,牝4,小林美,栗東・茶木,先行,7.5,4,9,4歳以上1勝クラス,36.2,450(+10),小倉,106,中14週,Y,,3,リアルスティール,キングカメハメハ,,
4,4,クインズスピカ,牝4,舟山,美浦・村田,先行,28.4,9,8,4歳以上1勝クラス,33.8,472(-4),東京,28,中3週,Y,,3,ルーラーシップ,シンボリクリスエス,,B
5,4,ランスオブサウンド,牝5,小沢,栗東・奥村豊,差し,23.2,7,15,,34.3,462(+10),小倉,113,中15週,Y,,3,ディープブリランテ,Gone West,,
6,5,クリノハレルヤ,牝4,和田陽,栗東・武英,,4.1,2,6,,35.6,480(+2),福島,56,中7週,Y,,3,ドレフォン,ショウナンカンプ,,B
7,5,ザングウィル,牡5,浜中,栗東・佐藤悠,先行,28.2,8,12,4歳以上1勝クラス,38.2,508(+4),阪神,64,中8週,Y,,2,Dandy Man,Nayef,,
8,6,タミゼ,牝4,荻野琢,栗東・平田,先行,159.8,13,10,4歳以上1勝クラス,37.9,488(+8),福島,50,中6週,Y,,3,リオンディーズ,フレンチデピュティ,,
9,6,ペルフェツィオーネ,牡4,斎藤,栗東・杉山佳,差し,47.3,11,7,4歳以上1勝クラス,34.2,454(-2),福島,57,中7週,Y,,3,ルーラーシップ,チチカステナンゴ,,
10,7,デアデルマーレ,牝5,長浜,栗東・坂口,差し,28.9,10,10,4歳以上1勝クラス,35.0,474(-6),福島,64,中8週,Y,,3,シルバーステート,クロフネ,,
11,7,パッシングシャワー,牡4,岩田康,栗東・安田,先行,3.0,1,2,4歳以上1勝クラス,33.9,510(-12),京都,28,中3週,Y,,3,Iffraaj,Frankel,,
12,8,ムチャスグラシアス,牝4,丹内,美浦・菊川,差し,16.4,6,13,4歳以上1勝クラス,36.0,438(+14),小倉,106,中14週,Y,,3,カリフォルニアクローム,シンボリクリスエス,,
13,8,アジュマン,牡3,佐々木,栗東・石坂,逃げ,5.0,3,1,3歳未勝利,35.2,486(+10),阪神,71,中9週,Y,,3,アルアイン,キングカメハメハ,,
