券種,組み合わせ,配当,人気
単勝,13,1830,8
複勝,13,480,8
複勝,14,230,3
複勝,1,260,4
枠連,8-8,6090,27
馬連,13-14,7010,27
ワイド,13-14,1960,25
ワイド,1-13,2470,30
ワイド,1-14,900,7
馬単,13-14,15300,62
3連複,1-13-14,18200,62
3連単,13-14-1,158810,571
