馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,サンマルグレイト,牡5,大江圭,美浦・佐藤吉,先行,32.4,9,9,,13.1,444(-4),新潟,49,中6週,Y,,3,グレーターロンドン,ハービンジャー,,
2,2,マテンロウジョイ,牡5,西谷誠,栗東・四位,逃げ,18.2,6,7,,14.4,476(+8),阪神,98,中13週,Y,,3,ハービンジャー,サンデーサイレンス,,
3,3,クラップサンダー,牡6,黒岩,栗東・牧田,差し,31.3,8,7,,14.3,468(-8),京都,35,中4週,Y,,3,ジャスタウェイ,キングカメハメハ,,
4,4,アルマーザアミール,牡4,小牧加,栗東・斉藤崇,先行,13.0,4,1,障害4歳以上未勝利,13.8,498(+12),京都,55,中7週,Y,,3,サトノダイヤモンド,Awesome of Course,,
5,5,テイエムナイスラン,牡6,土田,美浦・石栗,差し,25.2,7,6,,13.1,534(0),新潟,49,中6週,Y,,3,ジャスタウェイ,シンボリクリスエス,,
6,5,ニシノパプルブリリ,牝5,,美浦・加藤和,先行,38.2,10,7,,13.5,482(-6),新潟,28,中3週,Y,,3,ディープブリランテ,アドマイヤオーラ,,
7,6,ドンカルロ,牡5,小野寺,栗東・高柳大,差し,94.2,11,9,,13.9,458(-2),京都,20,中2週,Y,,3,ドレフォン,ディープインパクト,,B
8,6,ラエール,牝6,上野,美浦・土田,先行,99.5,12,8,,14.5,426(+6),京都,35,中4週,Y,,3,エイシンフラッシュ,ディープインパクト,,
9,7,シホノスペランツァ,牡6,高田,栗東・寺島,先行,1.8,1,1,障害4歳以上未勝利,13.4,482(+4),中山,69,中9週,Y,,3,ブラックタイド,シンボリクリスエス,,
10,7,インディゴブラック,セ6,小坂,栗東・奥村豊,逃げ,3.6,2,3,,13.6,524(+2),京都,56,中7週,Y,,3,キタサンブラック,Bernardini,,
11,8,ヒルズカーン,牡5,草野,美浦・松永康,先行,13.7,5,1,障害4歳以上未勝利,13.4,500(-2),新潟,41,中5週,Y,,3,ダノンバラード,オレハマッテルゼ,,
12,8,ゴールドブリーズ,牡7,石神深,美浦・深山,差し,12.5,3,7,,13.5,516(0),中山,91,中12週,Y,,3,トゥザワールド,スターリングローズ,,
