券種,組み合わせ,配当,人気
単勝,3,170,1
複勝,3,110,1
複勝,6,110,2
複勝,5,180,5
馬連,3-6,190,1
ワイド,3-6,130,1
ワイド,3-5,310,4
ワイド,5-6,350,5
馬単,3-6,320,1
3連複,3-5-6,440,2
3連単,3-6-5,1520,2
