券種,組み合わせ,配当,人気
単勝,11,2640,8
複勝,11,740,8
複勝,7,230,4
複勝,6,520,7
枠連,6-8,2810,13
馬連,7-11,7960,23
ワイド,7-11,2270,24
ワイド,6-11,5620,38
ワイド,6-7,1990,21
馬単,11-7,18480,50
3連複,6-7-11,35600,75
3連単,11-7-6,243260,430
