馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,レッドラグラス,牡4,西村淳,栗東・中内田,先行,3.2,1,1,,38.1,482(-12),函館,14,中1週,Y,,3,リオンディーズ,Shackleford,
2,2,インヴァリアンス B,セ6,丹内,美浦・尾関,差し,70.3,8,13,,36.8,482(0),東京,98,中13週,Y,,3,ハーツクライ,Tamayuz,
3,3,ビキニボーイ,牡4,荻野琢,栗東・梅田,差し,90.3,9,11,,34.4,500(0),京都,43,中5週,Y,,3,ビーチパトロール,ハーツクライ,
4,4,ストライク,牡4,横山武,美浦・加藤士,先行,3.4,2,8,,36.2,496(-6),東京,49,中6週,Y,,3,アジアエクスプレス,オルフェーヴル,
5,5,ピースオブザライフ,牝4,藤岡佑,栗東・野中,先行,4.3,3,4,,37.5,490(+12),新潟,92,中12週,Y,,3,キタサンブラック,シンボリクリスエス,
6,6,ヴァンドゥラン B,牡4,佐々木,栗東・高柳大,差し,12.8,6,14,,40.9,484(-12),東京,42,中5週,Y,,3,フリオーソ,アグネスタキオン,
7,7,ゲンパチハマジ,牡6,小林凌,栗東・佐々木,,145.3,10,11,,39.5,516(+2),新潟,330,中46週,Y,Y,3,ダンカーク,クロフネ,
8,7,フォーチュンテラー,牡5,鮫島駿,栗東・浜田,差し,8.0,5,7,,37.0,472(-16),京都,70,中9週,Y,,3,シニスターミニスター,マンハッタンカフェ,
9,8,プレミアムスマイル,牝5,大野,栗東・福永,逃げ,19.5,7,15,,38.8,510(+4),中山,119,中16週,Y,,3,ロードカナロア,Awesome Again,
10,8,シダー B,牝5,角田河,栗東・本田,先行,7.2,4,16,,40.6,496(-16),京都,64,中8週,Y,,3,ホッコータルマエ,デヒア,
