馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,シャヴィット,牝3,西村淳,栗東・小椋,追込,4.0,1,3,3歳未勝利,38.8,464(-8),京都,43,中5週,Y,,3,ミッキーロケット,ハーツクライ,,
2,2,コスモサンビタリア,牝3,丸山,栗東・西園翔,差し,7.0,5,3,3歳未勝利,38.7,444(0),中京,15,中1週,Y,,3,ゴールドシップ,Temple City,,
3,3,コロニス,牝3,和田竜,栗東・杉山佳,,46.4,9,,,,560(0),,,,,,,デクラレーションオブウォー,バブルガムフェロー,,
4,4,デザフィアドール,牝3,川端,栗東・宮本,,4.2,3,2,3歳未勝利,39.2,432(0),中京,15,中1週,Y,,3,ミッキーアイル,ヘニーヒューズ,,
5,5,マリーヌ,牝3,,栗東・斉藤崇,,4.2,2,,,,462(0),,,,,,,リアルスティール,Orpen,,
6,5,リュクスビスケッツ,牝3,佐々木,美浦・加藤士,差し,31.8,8,10,3歳未勝利,39.6,468(-6),中京,15,中1週,Y,,2,マインドユアビスケッツ,ダイワメジャー,,B
7,6,ネトル,牝3,永島,栗東・高橋康,差し,22.5,7,4,JRA交流,41.7,394(+3),園田,17,中1週,,,2,マジェスティックウォリアー,Ghostzapper,,
8,6,マンノミューズ,牝3,角田和,栗東・角田,差し,11.1,6,5,3歳未勝利,39.3,420(-6),中京,15,中1週,Y,,3,モズアスコット,ハーツクライ,,
9,7,メイショウルーチェ,牝3,小沢,栗東・飯田,,61.7,10,,,,460(0),,,,,,,ダノンレジェンド,ブラックタイド,,
10,7,ウィッシュソング,牝3,田中健,栗東・中村,差し,260.3,12,14,3歳未勝利,36.7,488(+4),阪神,21,中2週,Y,,3,アルアイン,シルバーチャーム,,
11,8,スルーザナイト,牝3,北村友,栗東・西園翔,先行,5.8,4,4,3歳未勝利,37.6,478(+2),中京,14,中1週,Y,,3,リアルインパクト,クロフネ,,
12,8,ローズゴジャール,牝3,城戸,栗東・荒川,差し,70.4,11,7,3歳未勝利,39.6,390(0),中京,15,中1週,Y,,2,ルヴァンスレーヴ,キングカメハメハ,,
