馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,シロニイ B,牡9,,栗東・池江,差し,33.0,10,12,,37.4,512(-4),中山,12,中1週,Y,,3,キングカメハメハ,サンデーサイレンス,
2,1,サトノラディウス,セ7,川島,栗東・新谷,差し,50.4,13,7,,36.6,468(-2),中山,12,中1週,Y,,3,ディープインパクト,Danehill Dancer,
3,2,タイセイモナーク B,牡7,吉田隼,栗東・西村,差し,29.5,9,11,,37.3,504(-2),阪神,25,中3週,Y,,3,ルーラーシップ,ゼンノロブロイ,
4,2,アドマイヤアルバ B,セ8,北村友,美浦・堀内,差し,150.2,16,14,,38.1,464(-6),中山,33,中4週,Y,,3,ハーツクライ,Bernstein,
5,3,レッドソルダード,セ5,団野,栗東・奥村豊,逃げ,21.7,8,16,,39.6,500(-2),中京,32,中4週,Y,,3,マジェスティックウォリアー,キングカメハメハ,
6,3,エドノフェリーチェ,牝6,藤岡康,美浦・相沢,差し,5.4,3,6,,35.2,464(0),中山,33,中4週,Y,,3,ゴールドシップ,ブライアンズタイム,
7,4,ナムラカミカゼ,牡6,酒井,栗東・村山,差し,7.1,4,11,,36.5,496(+2),中山,33,中4週,Y,,3,キズナ,エンドスウィープ,
8,4,ウインヴァカンス B,牝5,今村,栗東・寺島,,59.7,14,14,,38.6,460(+8),中山,11,中1週,Y,,3,ダノンシャンティ,Fly So Free,
9,5,アスティ,セ7,浜中,美浦・堀内,差し,10.4,5,4,,36.6,430(+6),阪神,67,中9週,Y,,3,オルフェーヴル,ジャングルポケット,
10,5,フォルテデイマルミ B,牡5,富田,栗東・須貝,差し,41.7,11,11,,38.4,500(+6),阪神,12,中1週,Y,,3,オルフェーヴル,Le Havre,
11,6,タイセイシリウス,セ6,角田河,栗東・高野,差し,75.0,15,11,,36.2,496(+10),中山,12,中1週,Y,,3,エピファネイア,キングカメハメハ,
12,6,レクセランス,牡6,イーガ,栗東・池添学,差し,5.4,2,13,,37.8,488(+4),東京,74,中10週,Y,,3,ディープインパクト,Champs Elysees,
13,7,メイショウテンゲン,牡7,松山,栗東・池添兼,差し,18.4,6,14,,36.4,472(-2),阪神,33,中4週,Y,,3,ディープインパクト,フレンチデピュティ,
14,7,エンデュミオン,牡6,秋山真,栗東・清水久,差し,19.0,7,11,,35.9,466(+2),中山,18,中2週,Y,,3,ヴィクトワールピサ,ブライアンズタイム,
15,8,ミクソロジー,牡4,西村淳,栗東・辻野,差し,3.0,1,1,3歳以上2勝クラス,36.2,436(+2),阪神,53,中7週,Y,,3,オルフェーヴル,アフリート,
16,8,マンオブスピリット,セ6,菱田,栗東・斉藤崇,差し,41.9,12,13,,36.9,488(-2),中山,33,中4週,Y,,3,ルーラーシップ,サンデーサイレンス,
