着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,5,カピリナ,牝3,55.0,丸山,1:08.8,,1,2.6,34.1,美浦田島,486(+14)
2,2,4,イグニション,牡4,58.0,石橋脩,1:09.5,4,8,28.7,34.9,栗東畑端,460(-8)
3,6,12,ディアドコス,牡4,58.0,藤懸,1:09.5,アタマ,3,5.5,33.6,栗東羽月,508(+14)
4,5,10,エールレヴリー,牝4,56.0,小崎,1:09.6,3/4,4,10.4,33.8,栗東武英,484(0)
5,8,15,カリーシ,牝3,55.0,斎藤,1:09.6,クビ,2,4.4,34.3,美浦武井,448(+6)
6,1,1,スミレファースト,牝3,55.0,横山琉,1:09.6,ハナ,9,31.2,34.6,美浦加藤征,454(-4)
7,1,2,ゴルトリッチ,牡4,58.0,菊沢,1:09.6,ハナ,11,34.5,34.4,栗東牧浦,504(-4)
8,7,14,アサギリ,牝3,55.0,吉田隼,1:09.8,1.1/4,14,80.4,34.8,美浦尾形,454(+18)
9,8,16,スイミーユニバンス,牝4,56.0,小沢,1:09.9,1/2,5,14.0,34.3,栗東平田,430(-10)
10,6,11,ウインバグース,牡5,58.0,黛,1:10.0,クビ,12,58.1,34.5,栗東西園正,486(-2)
11,3,6,ミズノコキュウ,牝5,56.0,石川,1:10.0,ハナ,10,34.5,34.8,美浦水野,424(-12)
12,2,3,トーホウジュナール,牝6,56.0,荻野極,1:10.0,ハナ,15,118.2,35.0,栗東谷,486(-6)
13,4,7,テーオースパロー,牡5,58.0,西塚,1:10.2,1.1/4,6,14.7,34.9,栗東清水久,496(0)
14,4,8,ステルナティーア,牝5,56.0,杉原,1:10.2,クビ,13,63.0,35.2,美浦木村,454(0)
15,7,13,コスモアディラート,牡6,58.0,丹内,1:10.3,1/2,7,23.8,35.5,美浦和田郎,518(+8)
16,5,9,テンジュイン,牝7,56.0,武藤,1:10.6,1.1/2,16,163.6,35.3,栗東千田,462(-4)
