着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,サーマルウインド,牝4,54.0,北村宏,1:20.6,,1,2.9,34.5,美浦奥村武,522(+2)
2,2,2,グランデマーレ,牡6,55.0,小林凌,1:20.8,1.1/4,12,34.8,34.1,栗東藤岡,506(+10)
3,6,10,アルーリングウェイ,牝4,53.0,北村友,1:20.9,1,4,8.1,34.4,栗東藤岡,480(+2)
3,8,15,ルプリュフォール,セ7,57.0,秋山真,1:20.9,1,6,12.8,33.8,栗東松永幹,500(-2)
5,8,14,メイショウチタン,牡6,56.0,丹内,1:21.0,クビ,8,21.4,35.2,栗東本田,474(+4)
6,1,1,エナジーグラン,牡4,55.0,亀田,1:21.0,アタマ,14,39.7,34.7,栗東高柳大,468(+2)
7,3,4,シゲルピンクルビー,牝5,55.0,角田和,1:21.1,クビ,9,23.3,35.1,栗東渡辺,478(-2)
8,2,3,ロンドンプラン,牡3,55.0,中井,1:21.2,3/4,2,6.0,34.9,栗東宮本,514(0)
9,6,11,カルリーノ,牡7,53.0,佐々木,1:21.2,ハナ,11,34.3,34.4,美浦高橋裕,506(-4)
10,4,7,ホープフルサイン,牡7,57.0,石橋脩,1:21.2,アタマ,7,13.0,34.3,美浦本間,494(-12)
11,3,5,メイクアスナッチ,牝3,52.0,丸山,1:21.3,クビ,5,10.5,34.6,美浦武市,440(-4)
12,5,8,グレイイングリーン,牡5,56.0,荻野極,1:21.4,1/2,3,7.7,34.2,栗東池江,496(-2)
13,7,12,ルピナスリード,牝4,53.0,富田,1:21.6,1.1/4,10,26.6,35.4,栗東吉岡,464(0)
14,5,9,イーサンパンサー,牡7,51.0,小林美,1:21.9,1.3/4,15,211.2,34.2,美浦中野,486(+14)
15,4,6,スティクス,牝5,52.0,吉田隼,1:22.1,1.1/4,13,35.6,36.4,栗東武幸,494(-6)
