馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,コンティノアール,牡5,ジェル,栗東・矢作,先行,17.2,7,6,,37.2,532(-4),京都,28,中3週,Y,,2,ドレフォン,キングカメハメハ,
2,1,メタマックス,牡5,吉村,栗東・森秀,差し,71.7,12,9,,35.9,536(-2),阪神,21,中2週,Y,,3,Into Mischief,Not for Love,
3,2,ノーブルロジャー,牡4,石川,栗東・吉岡,追込,5.3,2,3,,35.5,500(+2),京都,28,中3週,Y,,3,パレスマリス,More Than Ready,
4,2,ロードフロンティア B,牡4,岩田康,栗東・松下,,21.0,8,8,,38.2,464(-2),京都,28,中3週,Y,,3,ロードカナロア,Distorted Humor,
5,3,コンクイスタ,セ5,岩田望,栗東・吉岡,先行,3.2,1,14,,36.9,492(0),東京,35,中4週,Y,,3,ロードカナロア,Pivotal,
6,3,ナムラフランク B,牡6,菱田,栗東・鈴木孝,先行,56.0,11,8,,35.7,498(-6),阪神,21,中2週,Y,,3,ミッキーアイル,クロフネ,
7,4,グッジョブ,牡5,西塚,栗東・牧浦,差し,43.0,10,7,,36.3,454(+6),東京,35,中4週,Y,,3,ベストウォーリア,ネオユニヴァース,
8,4,スマートサニー,牡5,小沢,栗東・石橋,差し,26.2,9,11,,36.2,472(-8),京都,84,中11週,Y,,3,シニスターミニスター,キングカメハメハ,
9,5,ユキマル,牡5,吉田隼,美浦・尾形,先行,6.9,4,4,,36.6,500(-4),東京,35,中4週,Y,,3,グレーターロンドン,シニスターミニスター,
10,5,スマートアイ B,牝5,今村,栗東・寺島,先行,97.2,13,15,,40.2,504(+4),中山,14,中1週,Y,,3,ヘニーヒューズ,Mr. Greeley,
11,6,サトノフェニックス B,牡4,和田竜,栗東・西園正,先行,10.8,6,10,,36.3,508(+2),中京,7,連闘,Y,,3,ヘニーヒューズ,シンボリクリスエス,
12,6,メイショウカズサ B,牡8,太宰,栗東・安達,差し,191.1,15,14,,14.0,486(+10),福島,36,中4週,Y,,3,カジノドライヴ,コロナドズクエスト,
13,7,ワイワイレジェンド,牡4,高杉,栗東・前川,逃げ,7.8,5,16,,39.7,494(-4),中京,7,連闘,Y,,3,ダノンレジェンド,フォティテン,
14,7,バトゥーキ,牡5,斎藤,栗東・浜田,差し,5.9,3,8,,35.2,502(+4),中京,7,連闘,Y,,3,ラニ,サウスヴィグラス,
15,8,サクセスローレル B,牡6,亀田,栗東・北出,差し,235.7,16,14,,36.7,524(+2),中京,7,連闘,Y,,3,マスタリー,ストリートセンス,
16,8,ケイアイシェルビー B,牡7,藤懸,栗東・平田,差し,166.9,14,12,障害3歳以上未勝利,14.3,482(+10),小倉,168,中23週,Y,,3,ディープインパクト,Smarty Jones,
