馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,レッドロスタム,牡6,,美浦・浅利,先行,28.5,8,14,4歳以上1勝クラス,37.5,506(+6),中山,77,中10週,Y,,3,ロードカナロア,Mr. Greeley,,
2,1,スタニングヴュー,牝4,佐藤,美浦・金成,,28.1,7,1,4歳以上1勝クラス,33.3,472(+2),東京,28,中3週,Y,,3,リアルスティール,ダイワメジャー,,
3,2,スターエンブレム,牡4,北村宏,美浦・林,逃げ,151.0,13,12,4歳以上1勝クラス,36.6,478(+2),新潟,20,中2週,Y,,3,ロードカナロア,Sadler's Wells,,
4,2,デルマケセラセラ,牝4,松岡,美浦・小野,先行,119.5,12,9,4歳以上1勝クラス,36.6,446(+14),中京,69,中9週,Y,,3,リオンディーズ,ディープインパクト,,
5,3,バム,牡4,江田照,美浦・伊藤伸,差し,302.5,15,9,4歳以上1勝クラス,34.5,454(+4),新潟,7,連闘,Y,,3,ロジャーバローズ,アグネスデジタル,,
6,3,サンマルヴァレー,牝7,秋山稔,美浦・佐藤吉,追込,588.0,18,15,4歳以上1勝クラス,36.6,482(+8),小倉,83,中11週,Y,,3,ルーラーシップ,ブライアンズタイム,,
7,4,バーニングフレーム,牝4,原田和,美浦・伊藤伸,差し,511.7,17,16,,32.7,470(+2),新潟,6,連闘,Y,,3,スワーヴリチャード,Giant's Causeway,,
8,4,ショウナンマリーナ,牝4,石橋脩,美浦・森一,差し,323.6,16,11,4歳以上1勝クラス,42.1,436(+6),新潟,14,中1週,Y,,3,リアルスティール,ハーツクライ,,
9,5,ルナルーチェット,牝4,田辺,美浦・松尾,追込,21.5,6,3,4歳以上1勝クラス,34.2,426(+2),中山,41,中5週,Y,,3,ブリックスアンドモルタル,Quality Road,,B
10,5,インマイポケット,牝5,荻野極,栗東・武幸,差し,15.4,5,4,3歳以上1勝クラス,35.1,434(-6),札幌,279,中39週,Y,Y,3,キズナ,Azamour,,
11,6,ソニックライン,セ5,横山武,美浦・浅利,先行,7.0,3,3,4歳以上1勝クラス,33.3,492(+2),東京,28,中3週,Y,,3,リアルインパクト,シンボリクリスエス,,B
12,6,ツインピークス,牝4,木幡巧,美浦・千葉,差し,33.8,9,6,4歳以上1勝クラス,33.3,498(+2),東京,28,中3週,Y,,3,ミスターメロディ,キングカメハメハ,,
13,7,ブルスカメンテ,牝4,石川,美浦・黒岩,差し,13.0,4,10,4歳以上1勝クラス,39.5,442(+14),福島,41,中5週,Y,,3,ドゥラメンテ,Galileo,,
14,7,メイリー,牝4,吉田豊,美浦・鈴木慎,先行,59.7,11,12,4歳以上1勝クラス,35.3,450(0),中山,41,中5週,Y,,3,タワーオブロンドン,オルフェーヴル,,
15,7,フィールドノート,牡4,ルメー,美浦・木村,差し,4.0,2,1,3歳未勝利,34.0,476(+26),中山,503,中71週,Y,Y,1,ロードカナロア,Twirling Candy,,
16,8,フェルシナ,牝4,佐々木,栗東・西園翔,差し,36.8,10,7,4歳以上1勝クラス,33.9,452(0),中京,55,中7週,Y,,3,ルーラーシップ,ダイワメジャー,,B
17,8,カザンラク,牡4,レーン,美浦・嘉藤,先行,1.9,1,2,4歳以上1勝クラス,34.4,500(+4),東京,90,中12週,Y,,3,シルバーステート,Sevres Rose,,
18,8,ルクスアドラー,牡5,大野,美浦・平岩,差し,275.3,14,12,4歳以上1勝クラス,33.9,460(-4),京都,28,中3週,Y,,3,オルフェーヴル,ストラヴィンスキー,,
