馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,キャプテンシー,牡5,中村,栗東・松永幹,差し,16.2,6,16,,34.7,476(-6),阪神,77,中10週,Y,,3,モーリス,ステイゴールド,,
2,2,セイウンパシュート,セ6,五十嵐,美浦・上原博,先行,14.1,5,9,,35.0,458(-4),阪神,112,中15週,Y,,3,ハーツクライ,キングカメハメハ,,
3,3,グランジョルノ,牡4,,美浦・高柳瑞,差し,7.5,4,7,障害4歳以上未勝利,13.4,490(-2),新潟,49,中6週,Y,,3,ゴールドドリーム,ネオユニヴァース,,
4,3,テーオーレガシー,牡6,小牧加,栗東・宮,先行,67.9,12,13,4歳以上2勝クラス,40.3,514(-12),京都,43,中5週,Y,,3,ダンカーク,キングカメハメハ,,
5,4,メイショウカゼマチ,牡6,黒岩,栗東・角田,先行,18.6,7,6,障害4歳以上未勝利,13.3,468(0),新潟,49,中6週,Y,,3,ミッキーアイル,メイショウボーラー,,B
6,4,ヒロピアーナ,牡6,土田,美浦・石栗,差し,215.1,14,13,障害4歳以上未勝利,14.6,548(+12),阪神,84,中11週,Y,,3,リアルインパクト,エンパイアメーカー,,
7,5,アップストローク,セ7,草野,美浦・杉浦,差し,87.8,13,13,障害4歳以上未勝利,14.6,464(-14),新潟,50,中6週,Y,,3,ディーマジェスティ,Unbridled's Song,,
8,5,ブライトマン,セ5,大江圭,美浦・蛯名正,差し,5.0,3,10,障害4歳以上未勝利,13.9,482(0),中山,70,中9週,Y,,3,キズナ,Kitten's Joy,,
9,6,ダスク,牡6,難波,栗東・宮本,,4.0,2,3,障害4歳以上未勝利,13.3,468(0),新潟,28,中3週,Y,,3,シニスターミニスター,テイエムオペラオー,,
10,6,プレミアブルー,牡4,金子,美浦・菊川,差し,21.0,8,5,障害4歳以上未勝利,13.3,464(+8),新潟,29,中3週,Y,,3,トーセンラー,マヤノトップガン,,
11,7,ゴールデンステップ,牝5,,美浦・和田勇,先行,2.9,1,3,障害4歳以上未勝利,13.3,500(+10),新潟,29,中3週,Y,,3,ブリックスアンドモルタル,トーセンダンス,,
12,7,アルシミスト,セ5,坂口,美浦・浅利,差し,47.2,11,12,障害4歳以上未勝利,14.3,520(+2),中山,78,中10週,Y,,3,オルフェーヴル,Tapizar,,
13,8,デスティネ,牡9,江田勇,美浦・萱野,先行,43.3,10,5,障害4歳以上未勝利,13.4,488(+2),新潟,28,中3週,Y,,3,リアルインパクト,ミシル,,
14,8,ジャクソン,牡6,小林凌,美浦・武市,差し,41.8,9,4,4歳以上1勝クラス,39.1,540(+4),中山,91,中12週,Y,,3,サトノアラジン,New Approach,,
