券種,組み合わせ,配当,人気
単勝,15,610,2
複勝,15,170,2
複勝,10,110,1
複勝,5,170,3
枠連,6-8,430,1
馬連,10-15,500,1
ワイド,10-15,290,2
ワイド,5-15,720,7
ワイド,5-10,280,1
馬単,15-10,1410,3
3連複,5-10-15,1420,1
3連単,15-10-5,8900,16
