コーナー,通過順
1コーナー,"(*15,17)14(2,3,12)(1,10,13)16,7(4,9)(8,11)5,6"
2コーナー,"15,17(2,14)(3,12)(1,10,13)(4,7,16)9(8,11)5,6"
3コーナー,"(*15,17)14(2,12)(3,11)(1,10,13)(7,9)(4,16,5)(8,6)"
4コーナー,"(*15,17)(14,12,11)(2,10,13)(3,9,5)(1,7,16,6)(4,8)"
