着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,4,カーミングライツ,牡3,56.0,横山和,2:39.8,,1,3.0,35.5,美浦小島,522(0)
2,6,12,ロードガレリア,牡3,56.0,高杉,2:40.0,1.1/4,4,8.5,35.4,栗東藤岡,450(0)
3,1,1,クラッチプレイヤー,牡4,58.0,吉田隼,2:40.2,1.1/4,10,33.2,35.3,美浦国枝,518(0)
4,5,9,マイファミリー,牡4,58.0,嶋田,2:40.2,アタマ,5,10.6,35.0,美浦深山,446(0)
5,6,11,ドーバーブライト,牡3,56.0,丹内,2:40.3,クビ,9,19.0,35.8,美浦西田,532(+2)
6,3,6,ラブカ,牡4,58.0,小沢,2:40.5,1.1/4,8,18.5,35.4,栗東今野,452(-2)
7,7,14,ローレルオーブ,牡3,56.0,鮫島駿,2:40.5,ハナ,7,18.1,35.5,栗東杉山佳,462(+8)
8,7,13,レッドヴァリアート,牡3,56.0,横山武,2:40.5,アタマ,2,4.5,36.1,栗東加藤公,456(+4)
9,1,2,テイキットイージー,牡4,58.0,丸山,2:40.6,クビ,11,37.8,35.2,美浦萱野,438(+4)
10,2,3,メリザンド,牝3,54.0,吉村,2:40.7,1/2,6,15.3,36.3,美浦小手川,462(+8)
11,4,8,タルタロス,牡4,58.0,黛,2:40.9,1.1/4,12,42.8,35.6,美浦天間,458(-6)
12,5,10,デリシュー,牡4,58.0,松岡,2:41.0,3/4,15,196.0,36.4,美浦新開,464(-10)
13,4,7,オメガナビゲーター,セ4,58.0,松本,2:41.0,クビ,3,6.8,36.3,栗東安田,484(-12)
14,3,5,ノーマジック,牝4,56.0,小林凌,2:41.1,クビ,16,428.1,35.8,美浦戸田,466(0)
15,8,16,ウインリベラシオン,牡3,56.0,西塚,2:41.4,2,14,86.6,36.8,栗東緒方,488(-8)
16,8,15,ペリプルス,牡5,58.0,舟山,2:41.5,1/2,13,45.9,36.5,美浦佐藤吉,450(+4)
