馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,マルモリスペシャル,牡5,田口,栗東・大橋,差し,36.7,9,11,,36.1,554(+6),京都,203,中28週,Y,Y,1,バトルプラン,スペシャルウィーク,
2,1,テイエムリステット,牡3,酒井,栗東・木原,先行,3.1,2,1,,36.9,478(+2),京都,42,中5週,Y,,3,モーリス,ネオユニヴァース,
3,2,メイショウテンスイ,牡7,荻野琢,栗東・河内,,45.3,11,13,,39.7,540(+12),東京,22,中2週,Y,,1,ダンカーク,ゼンノロブロイ,
4,2,ベルダーイメル,牡7,太宰,栗東・本田,差し,33.9,8,8,,35.6,474(+10),東京,35,中4週,Y,,3,オルフェーヴル,スニッツェル,
5,3,パウオレ B,牝5,団野,美浦・嘉藤,先行,14.9,4,4,,36.4,464(-4),中山,71,中9週,Y,,3,ヘニーヒューズ,ハードスパン,
6,3,ロードヴァレンチ,セ5,吉田隼,美浦・中舘,,40.8,10,11,,43.5,492(+2),中京,98,中13週,Y,,3,エスポワールシチー,アルカセット,
8,4,ピアシック,牡8,吉村,栗東・森秀,差し,211.3,15,10,,36.1,510(-2),京都,56,中7週,Y,,3,Central Banker,Alphabet Soup,
9,5,アッティーヴォ,牡1,古川吉,栗東・大根田,差し,169.4,14,9,,36.5,466(-4),京都,56,中7週,Y,,3,フリオーソ,カリズマティック,
10,5,アルファマム,牝5,北村友,栗東・佐々木,差し,6.1,3,9,,35.0,464(+2),東京,35,中4週,Y,,3,マジェスティックウォリアー,フジキセキ,
11,6,エクロジャイト B,セ4,小沢,栗東・福永,先行,168.8,13,12,,35.3,524(+8),福島,141,中19週,Y,,3,ヘニーヒューズ,キングカメハメハ,
12,6,ウェイワードアクト,牡4,戸崎圭,美浦・田中博,差し,2.3,1,1,,34.3,538(-4),東京,28,中3週,Y,,3,Maclean's Music,マジェスティックウォリアー,
13,7,アーバンイェーガー,牡1,藤懸,美浦・高橋文,差し,168.3,12,9,,36.4,506(+2),中山,71,中9週,Y,,3,エンパイアメーカー,ダンシングブレーヴ,
14,7,ロードアウォード,セ4,,栗東・吉岡,先行,17.8,6,13,,37.4,478(+22),京都,162,中22週,Y,,3,ロードカナロア,Dubawi,
15,8,サンライズジーク,牡4,西村淳,栗東・矢作,先行,16.9,5,3,,35.7,522(+14),東京,14,中1週,Y,,3,エピファネイア,フレンチデピュティ,
16,8,カズプレスト B,牡5,西塚,栗東・高柳大,逃げ,20.9,7,1,,38.0,518(0),新潟,92,中12週,Y,,3,カレンブラックヒル,Lemon Drop Kid,
