馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,シンギュラーレディ,牝2,舟山,栗東・佐藤悠,,19.2,5,,,,426(0),,,,,,,ミスターメロディ,Grand Slam,,
2,2,エルドラド,牡2,松岡,美浦・蛯名利,,44.3,9,,,,458(0),,,,,,,ファインニードル,ジャングルポケット,,
3,3,リバテイー,牝2,原田和,美浦・小笠,,146.2,11,,,,456(0),,,,,,,ヴァンキッシュラン,Frankel,,
4,4,ナオミライトニング,牝2,佐々木,栗東・矢作,,4.7,3,,,,442(0),,,,,,,ビッグアーサー,リアルインパクト,,
5,5,ラスベガスサイン,牝2,横山武,栗東・長谷川,,2.1,1,,,,394(0),,,,,,,シルバーステート,Dubawi,,
6,6,ベンテンカグラ,牝2,小林美,美浦・勢司,,40.7,8,,,,456(0),,,,,,,アドマイヤムーン,グラスワンダー,,
7,6,プレヒティヒ,牝2,鷲頭,美浦・伊藤圭,,19.9,6,,,,398(0),,,,,,,ダノンプレミアム,ゼンノロブロイ,,
8,7,グリーンスリーヴス,牡2,柴田裕,栗東・羽月,,33.7,7,,,,408(0),,,,,,,ミスチヴィアスアレックス,Green Desert,,
9,7,ウーマンズパワー,牝2,斎藤,栗東・中尾,,3.6,2,,,,456(0),,,,,,,タワーオブロンドン,ゴールドアリュール,,
10,8,ディアナタコス,牡2,古川奈,栗東・前川,,73.4,10,,,,412(0),,,,,,,ロゴタイプ,ソングオブウインド,,
11,8,ブレッティレディ,牝2,丹内,栗東・高橋一,,11.3,4,,,,442(0),,,,,,,シュヴァルグラン,ディープブリランテ,,
