馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ドンエレクトス,牡3,荻野極,美浦・高木,差し,8.8,4,1,3歳1勝クラス,37.3,466(0),中京,14,中1週,Y,,3,ダノンレジェンド,フリオーソ,
2,2,リベッチオ,牡3,川田,栗東・杉山晴,,6.2,3,1,3歳1勝クラス,36.9,492(+4),東京,56,中7週,Y,,3,ルヴァンスレーヴ,ゴールドアリュール,
3,3,サンライズケヴィン,牡3,松若,栗東・平田,先行,30.2,7,1,3歳1勝クラス,36.7,490(0),小倉,28,中3週,Y,,3,シニスターミニスター,アフリート,
4,4,サンダーヴィント,牡3,丹内,美浦・高木,差し,106.9,10,1,3歳1勝クラス,38.9,446(-2),中山,14,中1週,Y,,3,アドマイヤマーズ,Petionville,
5,5,ダノンバーボン,牡3,西村淳,栗東・池添,先行,2.1,1,1,3歳1勝クラス,36.6,514(0),京都,41,中5週,Y,,2,Maxfield,Tapit,
6,6,テーオーカイザー,牡3,佐々木,栗東・高柳大,先行,69.5,9,1,3歳未勝利,38.5,492(-2),阪神,28,中3週,Y,,3,キタサンブラック,Afternoon Deelites,
7,7,アメリカンスタイル B,牡3,ディー,栗東・藤原,先行,64.8,8,4,3歳1勝クラス,37.6,480(-12),京都,41,中5週,Y,,2,Gun Runner,サンダーガルチ,
8,7,チャーリー,牡3,ルメー,美浦・奥村武,差し,3.1,2,1,3歳1勝クラス,36.8,510(-2),中山,27,中3週,Y,,2,クリソベリル,War Front,
9,8,ラッキーキッド,牡3,津村,美浦・加藤征,差し,19.8,6,1,,37.0,478(-2),東京,34,中4週,Y,,2,ディスクリートキャット,パイロ,
10,8,イッテラッシャイ,牡3,横山武,美浦・斎藤誠,先行,12.5,5,3,,37.6,498(-8),東京,34,中4週,Y,,3,ミスチヴィアスアレックス,ディープスカイ,
