コーナー,通過順
1コーナー,"8,9,4,7-2,6,5,1,3"
2コーナー,"8,9(4,7)-2,6,5(1,3)"
3コーナー,"8,9(4,7)(6,2)(1,5)3"
4コーナー,"8(9,7)(4,6,2)(1,5)3"
