券種,組み合わせ,配当,人気
単勝,7,370,2
複勝,7,140,3
複勝,4,130,1
複勝,12,140,2
枠連,4-6,690,2
馬連,4-7,680,2
ワイド,4-7,240,1
ワイド,7-12,360,5
ワイド,4-12,260,2
馬単,7-4,1270,2
3連複,4-7-12,860,2
3連単,7-4-12,4210,4
