馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ハクサンアップル,牝3,石田,美浦・新開,先行,89.1,10,15,3歳未勝利,41.5,438(-6),中山,113,中15週,Y,,2,シルポート,ディープインパクト,,
2,1,インサイダー,牡3,,美浦・大和田,差し,6.8,5,3,3歳未勝利,37.1,482(+2),東京,29,中3週,Y,,2,イスラボニータ,ホワイトマズル,,
3,2,カリスイモン,牝3,大江比,美浦・松山,,83.1,9,,,,430(0),,,,,,,エピカリス,キングカメハメハ,,
4,2,キャンディタフト,牝3,小林脩,美浦・稲垣,先行,125.5,13,15,3歳未勝利,39.5,386(-4),東京,64,中8週,Y,,3,カリフォルニアクローム,ディープインパクト,,
5,3,クミンフレイバー,牝3,三浦,美浦・松永康,先行,3.6,1,2,3歳未勝利,38.5,434(-4),中山,78,中10週,Y,,3,スワーヴリチャード,チチカステナンゴ,,
6,3,リオネラ,牝3,藤田菜,美浦・村田,追込,39.8,8,13,3歳未勝利,34.9,446(+26),中山,105,中14週,Y,,1,エピファネイア,ディープインパクト,,
7,4,コウユーユメノヨウ,牝3,津村,美浦・竹内,先行,4.5,3,3,3歳未勝利,37.5,448(-4),福島,77,中10週,Y,,3,エイシンヒカリ,ティンバーカントリー,,
8,4,イチナイス,牝3,的場,美浦・的場,差し,177.7,14,12,3歳未勝利,38.7,418(-6),中山,113,中15週,Y,,1,カレンブラックヒル,メイショウボーラー,,
9,5,ココリロビン,牝3,荻野極,美浦・古賀,差し,97.6,11,16,3歳未勝利,38.5,426(+18),中山,92,中12週,Y,,1,オルフェーヴル,Dubawi,,
10,5,カナデルファンク,セ3,石神道,美浦・水野,差し,220.1,16,16,3歳未勝利,36.7,366(0),中山,119,中16週,Y,,1,シルバーステート,フレンチデピュティ,,
11,6,サンライトムゲン,牝3,横山琉,美浦・加藤和,追込,219.4,15,16,3歳新馬,39.1,458(+22),東京,141,中19週,Y,,1,フェノーメノ,ルールオブロー,,
12,6,タイムレスブルーム,牡3,木幡巧,美浦・中川,差し,116.2,12,13,2歳未勝利,39.5,484(-12),中山,197,中27週,Y,Y,3,イスラボニータ,ローレルゲレイロ,,
13,7,リンクスクードボル,牡3,田辺,美浦・加藤士,,4.1,2,4,3歳未勝利,38.0,470(0),東京,15,中1週,Y,,3,シニスターミニスター,ゴールドアリュール,,B
14,7,シンガプーラ,牝3,杉原,美浦・嘉藤,差し,27.8,6,8,3歳未勝利,37.6,428(-14),東京,71,中9週,Y,,2,ディスクリートキャット,ハードスパン,,
15,8,グラスチアー,牝3,丸田,美浦・菊川,差し,39.5,7,15,3歳未勝利,35.4,464(0),東京,63,中8週,Y,,3,アルアイン,シングスピール,,
16,8,ファビュラスロード,牡3,横山和,美浦・尾関,先行,4.6,4,8,3歳未勝利,38.8,454(+2),新潟,64,中8週,Y,,3,ロードカナロア,グラスワンダー,,
