馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,トライアンドエラー,牝3,岩田康,栗東・加藤公,差し,9.1,4,6,3歳1勝クラス,33.2,482(+4),中山,22,中2週,Y,,3,ディープブリランテ,エンパイアメーカー,,
2,2,レディトゥアタック,牡3,田山,栗東・清水久,差し,21.8,8,11,3歳未勝利,34.9,522(-16),中山,21,中2週,Y,,2,デクラレーションオブウォー,エンパイアメーカー,,
3,3,マーチャンシップ,牡3,川又,栗東・杉山佳,差し,21.6,7,10,3歳未勝利,34.9,514(-8),福島,14,中1週,Y,,1,ゴールドシップ,アドマイヤコジーン,,
4,4,ファビュラスベガス,牝3,,栗東・前川,差し,62.7,12,8,3歳未勝利,35.0,420(-10),福島,22,中2週,Y,,3,サトノインプレッサ,コロナドズクエスト,,
5,4,ジージージェット,牡3,太宰,栗東・奥村豊,先行,11.3,5,6,3歳未勝利,36.2,564(-2),小倉,98,中13週,Y,,3,モズアスコット,ヴィクトワールピサ,,
6,5,スフィダンテ,牡3,酒井,栗東・高橋康,差し,6.7,3,13,3歳未勝利,40.3,456(+4),京都,105,中14週,Y,,3,サートゥルナーリア,Ghostzapper,,
7,5,スリールーディカ,牝3,丹内,栗東・橋田,差し,24.1,9,8,3歳未勝利,39.3,440(0),阪神,50,中6週,Y,,2,Saxon Warrior,Due Diligence,,
8,6,フレアオブセンス,牡3,鮫島駿,栗東・高野,,2.0,1,2,3歳未勝利,36.4,474(+2),京都,14,中1週,Y,,3,ポエティックフレア,フェノーメノ,,
9,6,アトレッタ,牡3,池添,栗東・斉藤崇,差し,6.0,2,7,3歳未勝利,35.9,418(-2),阪神,21,中2週,Y,,1,キズナ,クロフネ,,
10,7,ベルアズーロ,牡3,吉村,栗東・西村,差し,18.2,6,9,3歳未勝利,36.1,548(+6),阪神,29,中3週,Y,,1,フィレンツェファイア,Medaglia d'Oro,,
11,7,デルマタイセツ,牝3,藤懸,栗東・庄野,追込,226.9,13,12,3歳未勝利,39.9,438(-2),京都,7,連闘,Y,,2,ブリックスアンドモルタル,クロフネ,,
12,8,ウインアトム,牡3,渡辺竜,栗東・寺島,差し,39.5,11,11,3歳新馬,43.4,460(-8),京都,85,中11週,Y,,1,リアルスティール,シンボリクリスエス,,B
13,8,シャリキモン,牡3,角田和,栗東・吉田,差し,34.9,10,6,3歳未勝利,35.7,432(+2),阪神,29,中3週,Y,,3,ミッキーロケット,ディープブリランテ,,
