着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,マルカオペラ,牝4,56.0,小沢,1:46.6,,4,6.6,35.1,栗東浜田,480(0)
2,2,2,イリスレーン,牝5,56.0,長浜,1:46.8,1.1/4,5,9.4,35.6,栗東清水久,486(+8)
3,3,3,クモヒトツナイ,牡3,55.0,松岡,1:46.8,クビ,1,3.2,35.0,美浦堀内,472(-2)
4,4,4,ウィズマスタング,牡3,55.0,斎藤,1:47.1,1.1/2,10,28.8,34.9,栗東西園翔,442(-6)
5,5,7,ゴーゴータカシ,牡3,55.0,岩田康,1:47.1,クビ,7,17.6,34.9,美浦武井,486(+2)
6,8,13,マイバラード,牡5,58.0,中井,1:47.3,1.1/4,13,115.6,35.8,美浦松永康,476(0)
7,4,5,ウインシャーガス,牝3,53.0,佐々木,1:47.4,1/2,3,5.9,35.6,栗東杉山晴,472(+4)
8,7,11,プレミアシップ,牡3,55.0,吉田隼,1:47.5,1/2,6,13.9,36.1,栗東吉岡,510(+16)
9,5,6,シンゼンカガ,牡3,55.0,黛,1:47.6,1/2,12,113.4,36.0,栗東荒川,440(-6)
10,6,9,ヴィーナスバブル,牝3,53.0,松若,1:47.6,ハナ,11,58.4,35.7,栗東東田,432(+20)
11,7,10,ゲンジ,牡3,55.0,丹内,1:47.8,1.1/2,2,4.1,36.5,美浦尾形,426(+10)
12,8,12,キタノクニカラ,牝3,53.0,川端,1:48.2,2.1/2,8,24.0,36.7,美浦小島,388(+8)
13,6,8,ルージュミレネール,牝3,53.0,浜中,1:48.2,クビ,9,24.3,36.7,美浦斎藤誠,440(+2)
