券種,組み合わせ,配当,人気
単勝,15,840,5
複勝,15,310,5
複勝,1,180,2
複勝,10,1180,12
枠連,1-8,1310,5
馬連,1-15,2400,9
ワイド,1-15,830,8
ワイド,10-15,4500,46
ワイド,1-10,2900,33
馬単,15-1,4670,15
3連複,1-10-15,25550,83
3連単,15-1-10,99850,321
