コーナー,通過順
1コーナー,"1,7-2-(5,3)-(4,8)6"
2コーナー,"1,7,2(5,3)-(4,8)6"
3コーナー,"1(2,7)3,5(4,8,6)"
4コーナー,"(*1,7)2(3,6)5,8,4"
