馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,タイセイスラッガー,牡6,,美浦・古賀,逃げ,5.9,3,1,障害3歳以上未勝利,13.4,560(-8),中京,55,中7週,Y,,3,タイセイレジェンド,マンハッタンカフェ,,B
2,2,ザレストノーウェア,牡6,,美浦・新開,,40.3,10,10,,13.7,472(+2),中山,313,中44週,Y,Y,3,ディープインパクト,Gold Away,,B
3,3,ローディアマント,セ4,金子,美浦・尾関,逃げ,10.5,5,1,障害3歳以上未勝利,13.1,476(-2),新潟,35,中4週,Y,,3,サトノダイヤモンド,New Approach,,
4,4,トーセンオリジン,牡7,石神深,美浦・和田雄,先行,13.0,8,1,障害3歳以上未勝利,13.4,456(0),中京,69,中9週,Y,,3,ディープインパクト,ホワイトマズル,,
5,5,ワールドスケール,牡7,黒岩,栗東・村山,差し,12.4,7,3,,13.1,486(+2),新潟,28,中3週,Y,,3,ワールドエース,アグネスデジタル,,
6,6,ニシノパプルブリリ,牝4,井上,美浦・矢野,先行,16.9,9,5,,13.0,480(0),新潟,42,中5週,Y,,3,ディープブリランテ,アドマイヤオーラ,,
7,6,インディゴブラック,セ5,小坂,栗東・奥村豊,逃げ,9.6,4,1,障害3歳以上未勝利,13.5,516(+2),中山,70,中9週,Y,,3,キタサンブラック,Bernardini,,
8,7,ヤップヤップヤップ,牡8,江田勇,美浦・宗像,差し,5.1,2,6,,13.1,452(-8),新潟,42,中5週,Y,,3,キングカメハメハ,メジロベイリー,,
9,7,フェーレンベルク,牡4,草野,美浦・千葉,差し,11.1,6,1,障害3歳以上未勝利,13.5,480(+2),中山,49,中6週,Y,,3,エイシンフラッシュ,マツリダゴッホ,,
10,8,ガイフウカイセイ,牡5,五十嵐,美浦・松山,先行,40.4,11,11,,13.2,532(0),新潟,21,中2週,Y,,3,ミッキーアイル,シンボリクリスエス,,
11,8,アランデル,セ6,上野,美浦・大竹,先行,2.9,1,4,,13.4,536(-6),福島,126,中17週,Y,,3,ハービンジャー,サンデーサイレンス,,
