馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ボナーテソーロ,牡4,木幡巧,美浦・牧,,11.8,4,2,,35.0,474(-4),新潟,28,中3週,Y,,3,Nathaniel,Mizzen Mast,
2,2,トリプルコーク,牡3,ルメー,美浦・黒岩,差し,1.9,1,2,3歳以上1勝クラス,34.3,450(-8),東京,77,中10週,Y,,3,キタサンブラック,Intikhab,
3,3,キャピタルリッチ,牡3,横山琉,美浦・小笠,差し,6.0,3,2,3歳以上1勝クラス,33.9,458(-2),新潟,21,中2週,Y,,3,オルフェーヴル,アグネスタキオン,
4,4,コスモキャバリエ,牡3,杉原,美浦・高木,先行,234.1,11,4,アンタレス,36.6,474(+1),盛岡,26,中3週,,,2,ダノンバラード,タイキシャトル,
5,5,サトノパトリオット,牡3,川田,美浦・木村,差し,3.2,2,2,,34.9,490(0),東京,85,中11週,Y,,3,レイデオロ,Street Cry,
6,5,ビップチェイス B,牡4,江田照,美浦・田島,先行,34.3,7,3,3歳以上1勝クラス,36.0,462(-2),新潟,14,中1週,Y,,3,アルアイン,ナリタトップロード,
7,6,ジェットブレード,牡3,菊沢,美浦・青木,差し,17.1,5,5,,34.7,474(-6),新潟,28,中3週,Y,,3,ビーチパトロール,ハーツクライ,
8,6,クリフハンガー,セ4,大野,美浦・上原博,差し,182.2,10,10,3歳以上1勝クラス,37.4,454(0),新潟,14,中1週,Y,,3,ルーラーシップ,ステイゴールド,
10,7,セザンワールド,セ5,小林脩,美浦・蛯名利,差し,49.0,8,4,3歳以上1勝クラス,36.0,480(-2),福島,56,中7週,Y,,3,トゥザワールド,ジャングルポケット,
11,8,ユイノレクター,牡3,吉田豊,美浦・竹内,差し,113.8,9,7,,35.6,502(+14),東京,85,中11週,Y,,3,ラブリーデイ,エイシンフラッシュ,
12,8,フォーグッド B,セ6,荻野極,美浦・国枝,先行,20.0,6,7,3歳以上1勝クラス,35.1,510(+2),東京,77,中10週,Y,,3,ディープインパクト,Congrats,
