コーナー,通過順
1コーナー,"(*6,10)3(2,7,12)(5,8)-(1,4,9)-11"
2コーナー,"6,10(3,12)(2,7)(5,8)1(4,9)-11"
3コーナー,"6(10,4)3(12,8)7(5,1)-(9,11)2"
4コーナー,"6(10,4)3(12,1)(7,8)(5,11)9=2"
