馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ヨシヒロ,牡4,小崎,美浦・松永康,追込,107.7,11,6,,36.8,,札幌,36,中4週,Y,,3,ルヴァンスレーヴ,フサイチコンコルド,,B
2,2,マジョレルブルー,牡3,戸崎圭,栗東・友道,先行,6.0,3,1,3歳1勝クラス,34.3,,東京,120,中16週,Y,,3,コントレイル,シンボリクリスエス,,
3,3,サンライズバブル,牡4,吉田隼,栗東・前川,先行,10.7,6,1,4歳以上1勝クラス,34.3,,中山,148,中20週,Y,,3,ゴールドシップ,バゴ,,B
4,4,ダイヤモンドハンズ,牡6,北村友,栗東・坂口,差し,6.5,4,4,,33.3,,中京,35,中4週,Y,,3,サトノダイヤモンド,El Corredor,,
5,5,タンテドヴィーヴル,牡4,ルメー,栗東・斉藤崇,差し,3.1,1,2,,34.2,,小倉,56,中7週,Y,,3,ルヴァンスレーヴ,キングカメハメハ,,
6,6,ヴァイザーバルコ,セ6,古川吉,美浦・水野,差し,42.5,9,8,,36.9,,札幌,22,中2週,Y,,3,ゴールドシップ,アドマイヤムーン,,
7,6,シーミハットク,牡3,坂井,栗東・寺島,差し,7.4,5,6,,33.2,,京都,105,中14週,Y,,3,オルフェーヴル,ファルブラヴ,,
8,7,コスモスプモーニ,牡6,Ｍデム,美浦・松山,先行,53.6,10,8,,35.7,,札幌,21,中2週,Y,,3,リアルインパクト,サクラバクシンオー,,
9,7,バセリーナ,牡4,斎藤,美浦・松山,差し,38.6,8,11,,35.9,,札幌,21,中2週,Y,,3,ウインブライト,シンボリクリスエス,,
10,8,ミッキージャンプ,牡3,西村淳,栗東・池江,,4.1,2,1,,35.6,,小倉,56,中7週,Y,,3,サートゥルナーリア,E Dubai,,
11,8,サミダレナイツ,牡4,酒井,栗東・谷,先行,15.4,7,10,,37.2,,新潟,29,中3週,Y,,3,トーホウジャッカル,ストリートセンス,,
