コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"9,6(5,11)(2,12,15)(4,10,14)17,8,7,3,13,1=16"
4コーナー,"9(5,6)11(2,15)(4,12,14)(10,17)8,7,3(13,1)=16"
