着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,タイセイプランセス,牝4,56.0,石橋脩,1:45.0,,3,5.2,33.6,美浦池上,418(-4)
2,7,10,コンフォルツァ,牡4,58.0,丸山,1:45.2,1.1/4,1,3.0,33.7,栗東松永幹,492(-2)
3,7,9,リカントロポ,牡4,58.0,三浦,1:45.4,1.1/4,8,19.0,33.5,栗東梅田,486(-10)
4,8,11,スピンザブラッド,牡5,58.0,田辺,1:45.5,1/2,10,35.7,33.9,美浦平岩,436(-2)
5,6,7,ツルマウカタチ,牡5,58.0,嶋田,1:45.6,3/4,9,30.0,33.5,美浦手塚久,470(-2)
6,8,12,ミーントゥビー,牝4,56.0,松岡,1:45.8,1,7,11.5,34.6,美浦堀内,440(+4)
7,5,6,エリカアンディーヴ,牝4,56.0,津村,1:45.9,1/2,5,9.2,34.7,栗東吉岡,512(+12)
8,3,3,セイロンジェムズ,牡5,58.0,戸崎圭,1:46.0,3/4,2,5.1,34.4,美浦鈴木慎,494(-4)
9,4,4,クラッシファイド,牡5,58.0,石川,1:46.0,ハナ,6,10.0,34.3,美浦黒岩,480(0)
10,6,8,キーウェーブ,牡5,58.0,城戸,1:46.2,1,11,206.5,34.3,栗東宮地,434(-2)
11,2,2,ホウオウトランプ,牡5,58.0,荻野極,1:46.6,2.1/2,4,8.0,35.6,栗東池江,534(+10)
12,5,5,コスモスプモーニ,牡6,58.0,木幡巧,1:47.2,3.1/2,12,260.7,35.9,美浦松山,480(-8)
