馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,メイショウミライ,牡8,松若,栗東・西園翔,差し,173.4,13,8,,36.0,502(+4),京都,14,中1週,Y,,3,サウスヴィグラス,Elusive Quality,
2,2,ジレトール,牡4,,栗東・松永幹,,5.4,2,4,,39.1,482(-10),阪神,42,中5週,Y,,3,ロードカナロア,スズカマンボ,
3,3,サトノテンペスト B,牡5,松山,栗東・高橋亮,先行,10.8,7,6,,36.6,506(-6),京都,14,中1週,Y,,3,ハーツクライ,Street Cry,
4,4,メイショウダジン,牡6,岩田康,栗東・松永昌,差し,35.0,9,15,,37.9,482(+2),東京,12,中1週,Y,,3,トランセンド,アドマイヤマックス,
5,4,リプレーザ,牡5,藤懸,栗東・大根田,先行,35.7,10,5,,33.5,502(+8),阪神,20,中2週,Y,,3,リオンディーズ,マンハッタンカフェ,
6,5,イフティファール,牡5,川田,栗東・大久保,差し,6.6,4,9,,38.1,488(+8),中京,104,中14週,Y,,3,キズナ,Rainbow Quest,
7,5,エルバリオ B,牡4,西村淳,栗東・高野,先行,6.4,3,4,,37.7,540(+16),中京,104,中14週,Y,,3,ドレフォン,ディープインパクト,
8,6,ケイアイロベージ B,セ5,団野,栗東・野中,差し,8.7,5,6,,36.1,490(+8),東京,147,中20週,Y,,3,ヘニーヒューズ,クロフネ,
9,6,ミステリオーソ,牡6,浜中,栗東・武幸,差し,138.3,11,15,,39.9,496(0),小倉,70,中9週,Y,,3,パイロ,シンボリクリスエス,
10,7,アスコルターレ,牡5,和田竜,栗東・西村,追込,33.2,8,15,,33.5,452(-8),福島,97,中13週,Y,,3,ドゥラメンテ,Danehill Dancer,
11,7,カセノダンサー,牝4,藤岡佑,栗東・中尾,先行,10.3,6,6,,39.1,490(+2),阪神,42,中5週,Y,,3,ヘニーヒューズ,マヤノトップガン,
12,8,コパノマーキュリー B,牡6,鮫島駿,栗東・村山,差し,153.4,12,14,,38.4,510(+14),阪神,119,中16週,Y,,3,サウスヴィグラス,マンハッタンカフェ,
13,8,サンライズフレイム,牡3,藤岡康,栗東・石坂,差し,2.8,1,1,,36.5,508(+2),阪神,28,中3週,Y,,3,ドレフォン,アフリート,
