券種,組み合わせ,配当,人気
単勝,6,460,1
複勝,6,190,1
複勝,9,1120,14
複勝,14,230,2
枠連,3-5,3730,15
馬連,6-9,9590,36
ワイド,6-9,3380,43
ワイド,6-14,680,2
ワイド,9-14,4430,53
馬単,6-9,13600,57
3連複,6-9-14,18810,64
3連単,6-9-14,99000,329
