馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,アロハオエ,牝3,江田照,美浦・中川,差し,412.6,14,11,3歳未勝利,36.0,438(0),中山,112,中15週,Y,,3,アルアイン,キングカメハメハ,,
2,1,ラクシオンデクラ,牡3,菊沢,美浦・尾関,追込,156.3,11,10,3歳未勝利,39.6,438(+6),福島,85,中11週,Y,,3,ブリックスアンドモルタル,ダイワメジャー,,B
3,2,カタカムナ,牝3,木幡巧,美浦・蛯名利,差し,313.5,13,13,3歳未勝利,38.4,428(0),新潟,63,中8週,Y,,3,サトノクラウン,ディープブリランテ,,
4,2,ランウェイミューズ,牝3,坂井,美浦・竹内,先行,10.8,4,9,3歳未勝利,34.8,388(-2),新潟,64,中8週,Y,,3,シルバーステート,ストロングリターン,,
5,3,ルージュラベル,牝3,佐藤,美浦・鹿戸,差し,140.4,10,11,3歳未勝利,35.5,424(-2),東京,56,中7週,Y,,2,エピファネイア,ディープインパクト,,
6,3,グランマエストロ,牡3,戸崎圭,美浦・木村,差し,5.5,3,6,3歳未勝利,38.4,500(+4),東京,49,中6週,Y,,3,エピファネイア,ディープインパクト,,
7,4,チャチャット,牝3,横山典,美浦・柄崎,差し,63.0,8,8,3歳未勝利,35.7,404(-8),東京,29,中3週,Y,,3,レイデオロ,ディープインパクト,,
8,4,ペプチドドリーム,牡3,団野,美浦・松尾,差し,1.9,1,2,3歳未勝利,34.6,470(+4),東京,29,中3週,Y,,1,ヘンリーバローズ,キングカメハメハ,,
9,5,シルバーゴールド,牝3,吉田豊,美浦・戸田,差し,22.5,7,2,2歳未勝利,36.0,434(-4),中山,204,中28週,Y,Y,3,シルバーステート,Candy Ride,,
10,5,レッドフリーマン,牡3,荻野極,美浦・大竹,,88.8,9,15,3歳未勝利,36.0,460(-10),福島,8,連闘,Y,,3,ダイワメジャー,レッドスパーダ,,
11,6,カキュウ,牝3,小崎,美浦・佐藤吉,差し,699.7,16,15,3歳未勝利,39.4,430(-2),東京,29,中3週,Y,,3,フィエールマン,アグネスデジタル,,
12,6,ルアグロール,セ3,小林脩,美浦・嘉藤,差し,188.9,12,11,3歳未勝利,36.7,462(+12),東京,63,中8週,Y,,3,リオンディーズ,ハーツクライ,,
13,7,ベルランコントル,牝3,,美浦・伊藤大,差し,19.2,6,3,3歳未勝利,35.1,458(+4),福島,14,中1週,Y,,3,キタサンブラック,Teofilo,,
14,7,シャルムグリーン,牡3,津村,美浦・相沢,先行,4.6,2,6,3歳未勝利,36.1,474(-12),東京,28,中3週,Y,,3,スワーヴリチャード,タニノギムレット,,
15,8,ボールドフロント,牡3,石田,美浦・尾形,差し,442.3,15,8,2歳未勝利,41.4,462(+28),阪神,203,中28週,Y,Y,2,デクラレーションオブウォー,オルフェーヴル,,
16,8,ブラーヴジャン,牡3,田辺,美浦・和田勇,差し,10.9,5,4,3歳未勝利,35.2,422(-8),東京,28,中3週,Y,,3,ダノンプレミアム,シングスピール,,
