馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,サヤヒメ,牝2,菊沢,美浦・青木,,31.0,9,,,,466(0),,,,,,,マツリダゴッホ,ショウナンカンプ,,
2,1,キャストライトオン,牝2,石橋脩,美浦・牧,,23.5,6,,,,458(0),,,,,,,ミスターメロディ,Galileo,,
3,2,スザンナ,牝2,古川奈,栗東・牧浦,,38.8,12,,,,356(0),,,,,,,バンドワゴン,ネオユニヴァース,,
4,2,グレイトフルトップ,セ2,長浜,美浦・天間,,182.4,16,,,,442(0),,,,,,,アポロケンタッキー,ネオユニヴァース,,
5,3,ノワスティエ,牝2,今村,栗東・飯田,,23.8,8,,,,452(0),,,,,,,ストロングリターン,アグネスタキオン,,
6,3,スピリットライズ,セ2,小沢,栗東・高柳大,,3.9,2,,,,438(0),,,,,,,キンシャサノキセキ,High Yield,,
7,4,プレイアブルゲーム,牝2,佐々木,美浦・小笠,,36.7,10,,,,430(0),,,,,,,レイデオロ,ゴールドアリュール,,
8,4,イズルード,牡2,丸山,美浦・田島,,9.8,4,,,,464(0),,,,,,,イスラボニータ,クリプティックラスカル,,
9,5,チャンピオンリボン,牝2,木幡初,美浦・竹内,,157.2,15,,,,414(0),,,,,,,サンダースノー,カンパニー,,
10,5,ヒカルプリンセス,牝2,石神道,美浦・佐藤吉,,203.5,17,,,,400(0),,,,,,,トーセンラー,バゴ,,
11,6,スリーニューウェイ,牝2,柴田裕,栗東・中竹,,38.6,11,,,,384(0),,,,,,,New Bay,Due Diligence,,
12,6,サツキレジーナ,牝2,永島,美浦・石栗,,23.6,7,,,,424(0),,,,,,,リオンディーズ,ストロングリターン,,
13,7,パラモランド,牡2,大野,美浦・小手川,,62.0,13,,,,496(0),,,,,,,アメリカンペイトリオット,ジャングルポケット,,
14,7,ワイドクリーガー,牡2,城戸,栗東・奥村豊,,21.3,5,,,,456(0),,,,,,,サトノクラウン,マツリダゴッホ,,
15,8,ソープストーン,牝2,小林脩,美浦・清水英,,137.9,14,,,,372(0),,,,,,,カレンブラックヒル,シンボリクリスエス,,
16,8,タマモブラウンタイ,牡2,角田和,栗東・角田,,5.2,3,,,,474(0),,,,,,,ディスクリートキャット,ブラックタイド,,
17,8,サウスバンク,牝2,西塚,栗東・吉岡,,2.6,1,,,,498(0),,,,,,,グレーターロンドン,アフリート,,
