着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,8,ルーラーリッチ,セ6,58.0,武藤,1:52.4,,13,94.3,38.9,美浦小島,500(+2)
2,7,10,コスモコンフェルマ,牡4,58.0,柴田大,1:52.4,クビ,5,11.1,39.0,美浦鈴木慎,474(-2)
3,5,6,フリーマントル,牡5,58.0,津村,1:52.7,1.3/4,8,28.8,38.6,美浦斎藤誠,516(0)
4,4,5,ラストレガシー,牡4,58.0,田辺,1:52.8,クビ,1,2.3,38.0,美浦手塚久,486(+8)
5,4,4,カゼノタカトシ,牡4,58.0,今村聖,1:52.8,クビ,6,14.9,38.9,美浦久保田,484(+2)
6,5,7,アンドリーナ,牝4,56.0,菊沢,1:52.9,1/2,4,9.8,39.2,栗東牧浦,466(-2)
7,8,13,コーリンカルベラ,牡5,58.0,吉田豊,1:53.2,1.3/4,7,27.8,38.3,美浦小野,476(-14)
8,7,11,ヴォルスター,牡5,58.0,石橋脩,1:53.3,クビ,10,46.6,40.0,栗東清水久,444(-4)
9,3,3,ダディーズトリップ,牡10,58.0,藤懸,1:53.3,アタマ,11,58.9,39.1,栗東千田,478(+6)
10,6,9,クリフハンガー,セ5,58.0,小崎,1:53.9,3.1/2,12,70.0,39.0,美浦上原博,450(+8)
11,8,12,ブレードサクセス,牡5,58.0,戸崎圭,1:53.9,アタマ,2,3.4,40.7,美浦岩戸,504(+4)
12,1,1,リラゲイル,牡4,58.0,野中,1:54.3,2,9,33.1,39.4,美浦矢野,462(+6)
13,2,2,カレンワッツアップ,牡5,58.0,丸山,1:54.8,3.1/2,3,8.5,41.2,栗東小林,486(0)
