券種,組み合わせ,配当,人気
単勝,15,320,1
複勝,15,160,2
複勝,1,200,3
複勝,4,300,6
枠連,1-8,990,3
馬連,1-15,940,2
ワイド,1-15,390,2
ワイド,4-15,620,5
ワイド,1-4,950,12
馬単,15-1,1610,3
3連複,1-4-15,2700,5
3連単,15-1-4,10400,15
