着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,13,ドーバーブライト,牡4,58.0,菊沢,2:37.6,,1,2.9,35.8,美浦西田,524(-2)
2,7,11,ラーシャローム,牡4,58.0,石川,2:37.9,1.3/4,3,6.8,35.0,美浦奥村武,472(-8)
3,3,3,ベイラム,牡4,58.0,富田,2:37.9,ハナ,2,5.2,35.8,栗東武英,438(+2)
4,7,10,リアルファインド,牡5,58.0,吉田隼,2:38.0,3/4,9,19.2,35.9,美浦小笠,504(-24)
5,4,5,スズカミエール,牝5,56.0,川又,2:38.2,3/4,8,18.4,35.8,栗東吉村,478(-2)
6,5,7,ヴァイザーバルコ,セ6,58.0,大野,2:38.2,アタマ,5,8.3,36.1,美浦水野,470(-6)
7,2,2,ビップチェイス,牡5,58.0,杉原,2:38.4,1.1/2,6,12.5,36.6,美浦田島,462(+4)
8,5,6,ウインマイルート,牡7,58.0,丹内,2:38.5,クビ,7,14.5,36.1,美浦鈴木慎,456(+2)
9,6,9,ビッグベルーガ,牡6,58.0,田山,2:38.6,3/4,11,46.8,36.5,栗東牧浦,478(0)
10,1,1,ハイラント,セ5,58.0,西塚,2:38.8,1.1/4,4,8.0,36.3,美浦伊藤大,440(+6)
11,8,12,コリカンチャ,セ4,58.0,亀田,2:39.0,1.1/4,10,42.6,36.0,栗東井上,492(-12)
12,4,4,バーケンヘッド,セ4,58.0,石神道,2:40.0,6,12,65.6,36.8,美浦武井,416(-16)
13,6,8,アンテロース,牡6,58.0,小沢,2:40.7,4,13,72.7,38.9,栗東岡田,452(-14)
